full_text,label
Makan Bergizi Gratis mengubah tangis petani menjadi senyum Saat program ini merata maka kesejahteraan pun merata Ekonomi desa naik perputaran uang di desa menjulang UMKM terlemahpun hidup Program ini dikonsep jauh dari tangan konglomerat Terima kasih Presiden @prabowo https://t.co/6EKQ5xoNFG,positive
1. Lama2 negara ini seperti tak ada pemerintahan Presiden @prabowo tak ada hukum. BARBAR. Lihat lah Pers seenaknya menulis berita Fitnah tanpa takut karena yakin Fitnah adalah konsumsi warga yg IQ nya 78. Aplikasi Jagat yg diresmikan Pres Jokowi itu berbeda dg Jagat koin. https://t.co/phSZFM4eYk,negative
Apa Kesamaan Dari Mereka Berdua? Menteri Di Kabinetnya Presiden Prabowo! https://t.co/ixUxgAvQua,neutral
Spanduk 'Selamat Datang Jokowi' di Hari Desa 2025 Jadi Sorotan Publik: Presiden Prabowo Serasa Tak Punya Wibawa! https://t.co/1NwrudKeV3,neutral
Tegaskan Pemerintah Harus Efisien Presiden Prabowo: Saya Paham Praktik Akal-Akalan https://t.co/8n8IR6rsbB,neutral
Menteri-Menteri Jokowi di Kabinet Prabowo akhirnya menunjukkan jati diri bhw mereka loyal ke Jokowi sesuai arahan Oligarki daripada arahan Presiden @prabowo,negative
K E T I K A .... Adanya Kabar Pertemuan Antara Pak Presiden Prabowo &amp; Ibu Ketum Yg Sangat Sangat Sangat Terhormat Yg Tak Pernah Luput Dari Kesalahan / Tidak Pernah Salah Pun Tidak Boleh Disalahkan Mendadak MULYONO Langsung Tantrum / Gusar / Marah Guling2 Sambil Nangis Di https://t.co/zJO1us7kjN,negative
Warga melapor soal Pagar laut 30 Km malah disuruh DIAM. Menteri ATR bahkan ngaku KALAH tidak bisa berbuat apa-apa Sengeri apa sih efek dari menegakkan kedaulatan negara di atas tanah air kita sendiri sampai aparat dan kementerian ANGKAT TANGAN? Bukankan presiden Prabowo sudah https://t.co/eKhr0QaPck,negative
- Menteri @kkpgoid bilang Pagar Laut ILEGAL; - Presiden @Prabowo secara tegas memerintahkan CABUT ; Polri blm menemukan unsur pidana? Mohon penjelasannya pak @ListyoSigitP https://t.co/UmqSiFS0jE,neutral
Bapak Presiden @prabowo yth PEMBANGKAGAN thdp Bapak sudah sangat serius !!! Bpk sdh perintahkan utk bongkar dan usut pagar laut tersebut - ternyata polisi katakan bhw blm temukan unsur pidana. Pasahal memagar laut jelas-jelas PIDANA.,negative
Katanya gak mau 3 periode. Eeee... Ternyata masih kesana kemari. Apakah ini yang di maksud 3 periode..? Kasian presiden kita pak @prabowo Apakah negeri ini benar di pimpin 2 presiden..? Hermank eh heran....‍️ Ini bijimane konsepnya...? https://t.co/kSmz9Oki1D,negative
#SilakanSimak. Semakin terlihat bhw Bpk Presiden @prabowo dihambat oleh Menteri Jokowi. Rencananya PT Danantara sbg pengganti Kementerian BUMN utk pengelolaan BUMN tgl 16 Januari tapi sepertinya dihambat oleh Menteri BUMN shg langkah tsb batal. https://t.co/IBjL9K7tS3,neutral
Presiden Prabowo Sebut Beberapa Bulan Lagi Akan Bikin Kejutan Besar Bersama Kabinet Merah Putih https://t.co/BEniqNWsg9,neutral
Masa pejabat presiden @prabowo @Gerindra @DPR_RI @DPRD Kalah keberaniannya dengan Mak Mak ...! Ini negari kalian bukan negri para penumpang. https://t.co/zO8Whhjifb,negative
Yth Bapak Presiden @prabowo Perintah Bapak ternyata diabaikan saja sampai sekarang pagar lautnya masih berdiri tegak ngeledek kita Pak Saran pecat aja mereka Pak anak buah kok nda paham perintah ,negative
Suara untuk Presiden @prabowo tentang pendidikan. cc: @gibran_tweet @Abe_Mukti @cakimiNOW https://t.co/T3Y3ZpIZpL,neutral
Tegas! Soal Pagar Laut di Tangerang Presiden Prabowo Perintahkan Segel dan Cabut https://t.co/IF72SPUqI6,neutral
100 hari Presiden Prabowo ditandai dg isyu Presiden Shift A Shift B. Ini tak lepas dari sikap Jokowi yg mengalami post power syndrome kekuasaan. Dirinya merasa masih presiden. Anehnya pihak berwenang masih memberi pengawalan dan pengerahan masa anak sekolah utk menyambutnya.,negative
Mas Wapres sibuk Bu Wapres juga sibuk..... Tugas sebagai Ketua Umum Dekranas dilaksanakan untuk mendukung Program MBG Presiden Prabowo Subianto..... semoga sukses Bu Wapres https://t.co/azzUPAO3QE,positive
Presiden @prabowo n mas Wa0res sowan sultan Jogja https://t.co/HWojO6P0bu,neutral
@msaid_didu @AmriCandra2 @prabowo @kompascom @KompasTV ; arahan presiden Prabowo ttg pagar laut jelas skl ; bongkar dan proses ; koq pbantu presiden mbalelo hianat,neutral
Arahan Bpk Presiden @prabowo jelas tapi Menteri-Menteri Jokowi dan Menteri wakil Oligarki menelikung arahan tersebut,neutral
Ketua MPR RI Ahmad Muzani menyampaikan bahwa Presiden @prabowo Subianto meminta agar pagar laut di Tangerang Banten dicabut dan diusut tuntas siapa pemiliknya..! Dari sini bisa ditarik kesimpulan bhw ituh pagar ada pemiliknya bukan Swadaya Masyarakat atau tumbuh sendiri... https://t.co/lM7drly0Yo,neutral
Presiden Prabowo Subianto minta agar pagar laut di Tangerang Banten dicabut dan diusut siapa pemiliknya. Hal itu Disampaikan Ketua MPR Ahmad Muzani ~ @kompascom https://t.co/HFHGlCGM0N,neutral
@yusuf_dumdum Kalau Prabowo tidak mengusut Jokowi yakinlah Jokowi dg segala cara akan mematikan Prabowo agar sifufufafa naik jadi presiden. Prabowo seperti nya masih takut mengadili Jokowi Krn Prabowo jd presiden Krn pemilu curang Jokowi. Kongkalingkong para mafia ... Mereka kira rakyat bodoh,negative
Presiden Prabowo Subianto minta agar pagar laut di Tangerang Banten dicabut dan diusut siapa pemiliknya. Hal itu disampaikan Ketua MPR Ahmad Muzani Rabu (15/1/2025). | #Prabowo #PagarLaut #Tangerang https://t.co/FeP9Bk8B3r,neutral
Semoga Presiden @prabowo tidak hanya menatap tajam para pejabat tinggi Kejagung ini tetapi langsung mengeksekusi arti tatapan tajam itu sebagai tanda Aksi 100 hari. https://t.co/jgjfYuh6We,neutral
Maruarar Sirait: Lapor ke Presiden Prabowo sudah dibangun rumah 40.000 unit dari bulan Oktober - Desember 2024. Fahri Hamzah: Itu dibangun jaman Jokowi Adian Napitupulu: Jangan di klaim dong jangan dong kerbau punya susu sapi punya nama gitu loh https://t.co/eqwlrCsQIZ,neutral
100 hari @prabowo jadi presiden gerombolan asyuuu berebut tulang di tong sampah! Dan hasil surveinya tetap bagus! https://t.co/AKHUVpdBe2,positive
Pantas jokorup sibuk kemana-mana ketemu ini ketemu itu dia panik sappo. Gerindra Berharap Presiden Prabowo Bertemu Megawati Bulan Ini. https://t.co/77UA2vLmN9,neutral
Cuit lejen Rudy Sutanto alias @kurawa . Fyi pak Presiden @prabowo ! https://t.co/8EkOgcWoVH,neutral
Temen setelah 100 hari @prabowo menjabat sebagai presiden apa penilaian lu bro? Gua ...kang survei gajian lagi! https://t.co/u2w9gOe2tk,negative
Happy banget Presiden ke-7 Pak Jokowi dgn Presiden ke-8 Pak Prabowo Dalam suasana bersenda gurau tangan Pak Prabowo sampe pukul pelan paha Mas Gibran... https://t.co/s7HJgfb8M7,positive
Presiden Prabowo Subianto Perintahkan Tidak Hanya Segel Pagar Laut: Dicabut dan Diusut https://t.co/go3tcb1n0T,neutral
JOKOWI MEMANG BEDA Presiden ke-7 Joko Widodo (Jokowi) memberikan tanggapan soal evaluasi proyek strategis nasional (PSN) yang akan dilakukan pemerintahan Presiden Prabowo Subianto. Menurut Jokowi evaluasi itu wajar dan penting untuk memastikan program-program pemerintah bisa https://t.co/cCwA5yqGJV,neutral
@BosPurwa Yth. Presiden RI Pak @prabowo saran saya di batalkan saja pengangkatan stafsus menteri bidang strategis komunikasi karena yang bersangkutan pernah melakukan banyak fitnah dan ujaran kebencian terhadap Bapak dengan bukti jejak digital,negative
Mantan presiden Joko Widodo menjadi finalis tokoh korup 2024 versi Organized Crime and Corruption Reporting Project (OCCRP). Tak dibela partai-partai Presiden Prabowo pun tak bersuara.⁣ ⁣⁣ #tempoplus #tempo #tokoh #korup #occrp https://t.co/UwrkYultWi,neutral
Mbak Puan: Presiden Prabowo minta ketemuan tuh minta ketemu sama Mama. Ini yang ditunggu seluruh Rakyat Indonesia Prabowo dan Megawati bertemu Prabowo sudah kangen nasi goreng bu Mega rupanya.! https://t.co/UgOSWdIo7h,positive
Influncer Media Sosial Bang Nalar menyoroti pertemuan Presiden ke-7 Joko Widodo (Jokowi) dengan Presiden RI Prabowo Subianto di Jakarta pada Minggu 12 Januari 2025 https://t.co/46h4cQNV4d,neutral
PDI-P: Prabowo Bukan Orang Iseng yang Recoki Partai Bukan Seperti Presiden Sebelumnya https://t.co/Ui3cH1wSso,neutral
@pikiran_rakyat Heran jg ya..dri fufufafa hasan nasbi siRadjoangek raja juli smpe si kurawa abis2an nyerang pribadi prabowo di twitter bisa pula dpt tempat basah di tmpt presiden..smntara cuman nyebut angka 11 mati2an dimusuhi...aneh mmng pak timbul ni..,negative
Prioritas Presiden @Prabowo (wawancara dgn @AJEnglish): melindungi Sumber Daya Alam u/ kepentingan rakyat Indonesia mengentaskan kemiskinan &amp; membangun Sumber Daya Manusia #BerdataBerdanaBerdaya https://t.co/avu5RYqtDX,neutral
Harusnya Presiden @prabowo tersinggung dengan Menteri yg masih mengusung cara anti meritokrasi dalam kabinetnya. Okelah jika ada unsur balas jasa tapi tidak main asal comot tanpa bobot ini Kabinet Pemerintahan sebuah Negara bukan perusahaan milik pribadi. Prabowo wajar https://t.co/mnxvcczCis,negative
Bulan Tua Menyinari Bumi Pemimpin yang Genuine di Cintai Rakyatnya.. Tidak Korup dan sayang pada rakyatnya @Adiprayitno_20 @prabowo @__LOVE_AG4EVER @Dennysiregar7 beda sama mantan presiden kita ya... https://t.co/40vTXKSmG7,positive
1. Presiden Prabowo Subianto memanggil Jaksa Agung beserta seluruh Jaksa Agung Muda ke Istana Merdeka Jakarta (13/1). Pertemuan tersebut difokuskan pada isu pemberantasan korupsi serta penanganan perizinan ilegal yang dianggap merugikan negara dan menghambat pembangunan https://t.co/acVaQiUMJx,neutral
1. Presiden Prabowo Subianto menerima Menteri Komunikasi dan Digital (Menkomdigi) Meutya Hafid di Istana Merdeka Jakarta (13/1). Pertemuan tersebut membahas program-program strategis Kementerian Komdigi terutama terkait transformasi digital dan penerapan e-government di https://t.co/XP0VkE3ggq,neutral
Ke Jakarta ketemu presiden Prabowo ada urusan apa lagi ? Sepertinya kan sudah selesai sejak 20 Oktober 2024? Ini kok masih mondar mandir terus https://t.co/DCJYCIS1Q5,negative
Posting teruss video anak2 sekolah yg berterimakasih dan bersyukur pd pak presiden @prabowo dgn program MBG Biar bajer2 kebo lobet kek si @AirinDatangLagi mulut nya makin berbusa https://t.co/DLYITogi2R,neutral
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo M. Si. menghadiri pelatihan penyidik terkait tindak pidana di bidang perkebunan dan kehutanan. Dalam kesempatan itu Kapolri menegaskan pentingnya mencegah kebocoran anggaran negara yang sejalan dengan kebijakan Presiden RI https://t.co/WOPGrd4Om3,neutral
Prabowo presiden omon-omon berlanjut sappo. Setelah omon2 soal koruptor yg katanya macan asia sekalinya kucing Solo skrng ada lg dia sendiri yg bilang rakyat ga suka buzzer tp dia angkat buzzer jadi pejabat di pemerintahannya. Meutya hafid bahkan ga tau Rudi @kurawa. https://t.co/pNPL834RJZ,negative
Narasi Terstruktur Terorganisir secara Masiv dihembuskan untuk Menjatuhkan @kurawa percuma kebencian &amp; keirian kalian Karena Presiden @prabowo tidak akan terpengaruh karena seringkali beliau tegaskan Prabowo presiden untuk semua rakyat Indonesia mau yang mendukungnya https://t.co/5idXAzTtiT,positive
BUKAN SWADAYA MASYARAKAT PAGAR LAUT DIBANGUN OLIGARKI DAN DIBACKING APARAT Mohon atensinya: Presiden @prabowo @kkpgoid @DPR_RI #BatalkanPSNPIK2 https://t.co/84IfUhbr68,neutral
Pak @prabowo ini baru kepala desa yang di ternak sama Aguan kaya rayanya seperti ini kalo dia nggantikan bapak jadi presiden bisa di jual ini negara ke cina! Kayak jokowi https://t.co/uCwrnWFtrs,negative
Silakan simak. Inilah fakta penertiban pagar laut. Bpk Presiden Prabowo kena Prank Menteri Jokowi yg ada dalam Kabinet Prabowo.,neutral
Presiden Prabowo Panggil Jaksa Agung dan Jajaran Jaksa Agung Muda Bahas Korupsi dan Perizinan Ilegal Presiden Prabowo Subianto memanggil Jaksa Agung beserta seluruh Jaksa Agung Muda ke Istana Merdeka Jakarta pada Senin 13 Januari 2025. Pertemuan tersebut difokuskan pada isu https://t.co/j3SyIy0BB7,neutral
Pertemuan dengan enam menteri dan lembaga terkait membahas rancangan Inpres Data Tunggal Sosial Ekonomi Nasional. DTSEN ini adalah prioritas kami agar pengentasan kemiskinan bisa terwujud. Sesuai arahan Bapak Presiden @prabowo data tunggal merupakan solusi atas data-data yang https://t.co/XxrUZPKnPK,neutral
Ringkasan kasus pagar laut PIK-2 : 1) Presiden Prabowo ditelikung Menteri Jokowi 2) terjadi pidana besar jual-beli laut 3) untuk menutupi kasus besar tsb - rakyat dan tokoh dipecah belah 4) intimidasi kriminalisasi dan sogok dilanjutkan dan ditingkatkan oleh pengembang https://t.co/8Su0OzaYby,neutral
Kepada bapak presiden @prabowo @menakertrans @DPR_RI mohon atensinya pak ada WNI yg di sekap di Myanmar belum jelas kronologinya namun dari keterangan video mereka bekerja dan disekap selanjutnya minta tolong pada pemerintah RI https://t.co/ru7bFvWpXk,neutral
Surat Perintah Solo 13 Oktober: Presiden Prabowo Diduga Ditekan Oligarki dan Jokowi Ada Apa? https://t.co/QRzTUJn2dH,neutral
Skrg mereka sdh melempem. Sepertinya sdh ada arahan dari Solo utk abaikan perintah Presiden Prabowo demi mengamankan Proyek Oligarki PIK-2,negative
Presiden Prabowo bersama Steven Seagal https://t.co/ajbai6RZpt,neutral
Pejabat @KejaksaanRI + ketua @PPATK menemui Presiden @Prabowo. Ada apakah gerangan? eng..eng..eng... Eaaa..gkgkgk #BukanKssBiasa,negative
Setelah dengar langsung dari Presiden @prabowo prioritas pembangunan saat ini: 1 Swasembada pangan 2. Swasembada energi 3. Hilirisasi SDA 4. Menghilangkan kelaparan 5. Membangun Pertahanan PM Jepang langsung tertarik Gas kerjasama project berdepan dunia tsb Menyala Indonesia https://t.co/fR8Tm1dNsH,neutral
BREAKING NEWS‼️ Presiden Ke (1) Temui Presiden Ke (2) Kemarin‼️ Presiden ke-7 RI Joko Widodo bertemu dengan Presiden Prabowo Subianto di Jakarta. https://t.co/AroeU9cxel,neutral
Pembangunan project pertama Rumah untuk masyarakat berpenghasilan rendah dg Qatar segera bergulir dalam tempo yg sesingkat-singkatnya 1 juta rumah Jika Qatar saja dukung project kerakyatan Presiden @prabowo masak kalian orang Indonesia malah mencemoh Optimis Indonesia 🇮🇩 https://t.co/1tzXCgkhJT,neutral
@AirinDatangLagi @prabowo Memang 2 presiden Pak @prabowo presiden kedua https://t.co/cb4qHnGeit,neutral
Baru ngeh ternyata Menteri Perumahan Dan Kawasan Permukiman Kabinet Merah Putihnya Presiden @prabowo itu dijabat oleh Bandung Bondowoso. Mampu membangun 40.000 rumah hanya dalam kurun waktu kurleb 3 bulan. *ngono yo ngono ning aja ngono https://t.co/SzslkJE21a,neutral
Masih ada aja yg berharap pada prabowo. Apa yg diharapkan pada presiden terlemah?. (Manut pada mantan presiden),negative
@abu_waras @prabowo Udah lupakan @prabowo . Wong presiden paling lemah sejarah republik,negative
BAYANG² JOKOWI di Pemerintahan PRABOWO Oleh : OKKY MADASARI Bukan POST POWER SYNDROME Tapi ADA DUA AGENDA BESAR Yang Sdg Dikerjakan Olh Mantan Presiden : - Mengamankan Dirinya Atas Kesalahan² yg Dibuat Selama 2 Perode. - Mempersiapkan Putra Mahkota utk 2029. https://t.co/fE8nLFDo0V,neutral
Sebuah gagasan mempertemukan suara kiritis di luar pagar istana dengan mereka yang berada di lingkar dalam kekuasaan. Bagaimana Presiden bisa menjaga Pemerintahan yang progresif? PR besar pak @prabowo untuk menjadikan pemerintah sebagai penjaga keadilan sosial yang membela https://t.co/PlyMpqgoXx,positive
Jokowi yang menulis Presiden Prabowo yang memaafkan Bener kata para para pendukung nya Prabowo adalah pilihan yang paling pas https://t.co/lS8qW01BnI,positive
Tahun 2025 untuk pertama kali Polri membuka rekrutmen Bakomsus ketahanan pangan sebagai bentuk kontribusi Polri mendukung program Presiden Prabowo Subianto mewujudkan swasembada pangan nasional. Dengan semangat Bhayangkara sejati Polri hadir bukan hanya untuk menjaga Keamanan https://t.co/RBkBgPEyGX,neutral
Potret hubungan Harmonis Presiden Ke-7 @jokowi &amp; Presiden Ke-8 @prabowo bikin adem...️ Pergi Bersama Menghadiri Resepsi Pernikahan Putri Akbar Tanjung . sehat selalu pak jokowi &amp; pak prabowo - https://t.co/Y9GVRC30A8,neutral
Iya by exactly pantes prabowo jd presiden kita klo modelan masyarakatnya kek lu. Gausah sok heran sama masyarakat grassroot yg 'memaafkan prabowo'. Kelakuan lu mandang sebelah mata bahasan soshum jg udh anti intellectualism you have similarities sm wowo more than u thought https://t.co/lGTPtIbCF6,negative
Pak Presiden @prabowo yg harus di kawal itu rakyat bukan Raffi Ahmad/Pejabat. Kami Pembayar pajak. Anda semua Pemakan duit pajak dari rakyat. Coba paradigma ini dibangun menjadi system dan attitude birokrat dalam bersikap melayani rakyat dan orientasi bekerja.,negative
Pak Menteri Permahan Rakyat Maruarar Sirait join Kabinet pak Presiden @prabowo kan baru Oktober kemaren. Masak baru 3 bulan udah bilang kami sudah bangun 40. 000 rumah. Gimana ini min @Gerindra ? https://t.co/P4okeb1MsH,neutral
Era presiden @prabowo @Gerindra Orang² rakus mafia lahan ramai² turun gunung. Apa memang 2024 dibantu mafia lahan yg skrg tak berkutik lahan rakyat byk yg di eksekusi. Koruptor di ampuni mafia lahan diberi karpet merah. https://t.co/MwpkY7KUTJ,negative
Di era Jokowi petani parah karena impor. Di era @prabowo @gerindra lebih parah lagi janji perbanyak lahan pangan malah sebaliknya lahan produktif rakyat di eksekusi bolduser mafia lahan. Mafia lahan semestinya dikendalikan presiden malah presiden dikendalikan mafia lahan. https://t.co/1zQUsV94Si,negative
Gerak bibir Puan ke Megawati terciduk kamera : Presiden Prabowo minta ketemuan langsung sama mama Kek drakor aja q liat https://t.co/HQsDPxtUmT,neutral
Kongres Terbuka Rakyat Banten Menolak PIK. Kebijakan ad apada presiden @prabowo @Gerindra Pro Rakyat atau Pro Kapitalis. Nasionalis atau Sosialis. 100% berfihak ke taipan. https://t.co/2wE2a5prF9,neutral
Viral! Sang Mantan Masih Kelayapan Main Presiden-presidenan dan Mendapat Pengawalan. Netizen: Anggarannya Darimana? @prabowo,negative
Biar gambar berbicara. Mungkin ramai tidak menyedari betapa signifikannya pertemuan ini. Pertemuan antara Presiden Republik Indonesia TYT @prabowo Subianto dengan YAB Perdana Menteri Datuk Seri @anwaribrahim (PMX). 1/4 https://t.co/Iog7n375wn,neutral
@tempodotco Dalam kasus Jokopret dinobatkan sebagai PEMIMPIN KORUP oleh OCCRP Pres Prabowo diam tak bersuara itu bagus lebih bagus lg di segerakan jaga jarak dg Joko. Masa Presiden RI msh mau/minta Pendpt &amp; Nasehat dr Tokoh Korup?? Cukup Keturunannya dan Para Jongos yg BERISIK! https://t.co/euN6H9RzhQ,negative
Pak presiden @prabowo baik² saja kan ? @Gerindra @mprgoid,neutral
Prabowo Diam dengan Pemberitaan OCCRP? Sejumlah narasumber mengatakan Jokowi gusar karena masuk dalam nominasi tokoh terkorup 2024 versi OCCRP. Partai-partai dan pejabat yang dulu mendukungnya selama sepuluh tahun tak bersuara ketika nominasi OCCRP riuh dibahas. Presiden Prabowo https://t.co/VmKUnggESg,neutral
Yth Bpk Presiden @prabowo tampaknya timing untuk kembali ke Magelang telah tiba: LEMBAH TIDAR II.,neutral
Alhamdulillah Akhirnya Jokowi mendunia sebagai tokoh terkorup 2024 Mantan Presiden Joko Widodo menjadi finalis pemimpin terkorup 2024 versi organisasi wartawan investigasi global. Prabowo Subianto dan partai-partai tak membelanya hanya pasukan ternak Mulyono yang sibuk https://t.co/FR9BZcy13W,neutral
Dear pak presiden @prabowo dan pak wakil presiden @gibran_tweet ... Tolong sempatkan waktu bicara dengan kami para pelaku industri web3/kripto ini biar keputusan yang dibuat itu tepat sasaran buka cuma menguntungkan pihak tertentu saja. semoga Tuhan menyampaikan pesan ini ke,neutral
Sampai kapan Presiden RI @prabowo akan membiarkan keserakahan ini trs merajalela dan berpotensi memecah belah anak bangsa? Segeralah bersikap Pak Presiden! https://t.co/LT0N5qDL6c,negative
Bagi Presiden @prabowo para pembantunya seperti anak sahabat juga sodaranya sendiri Saat menantu PM Jepang Presiden bercanda bahkan membantu merapikan dasi menterinya Sekilas sepele namun menunjukkan bahwa Presiden Prabowo sosok yg detail lagi menginginkan kesempurnaan https://t.co/S84HtIGYEm,positive
@dydyaa2 @prabowo @ListyoSigitP @kompolnas_ri @KPAI_official @OmbudsmanRI137 @DPR_RI @KejaksaanRI @kpp_pa @Gerindra @cakimiNOW @aniesbaswedan @SBYudhoyono trm ksh telah menjadi anak pemberani menyuarakan kebenaran Teruslah berjuang nak Allah Bersamamu @prabowo Nona muda ini telah terus menerus menyampaikan keluhan masalahnya pdmu Kapan akan ditanggapi pak Presiden Yth ? Klo tdk salah pengaduannya ini sdh berkali2.. Tlg disegerakan,negative
Presiden Prabowo Harus Evaluasi KKP dan TNI AL soal Pagar Laut https://t.co/ayoSJtw8Tb,neutral
Mbak Puan: Presiden Prabowo minta ketemuan tuh Minta ketemu sama Mamah. Kayaknya omongan ini sampai di telinga pak Mul makanya dia langsung buru buru ke Jakarta https://t.co/bFNGGE4BzY,neutral
Minggu Pagii Sarapan Pagi-pagi No Viral No Justice Perintah Presiden Prabowo Subianto u/ Panglima TNI &amp; Kapolri sbg pemimpin Polri yg membawahi Wercok Parcok Polisi agar tegakkan hukum Yg ga mampu mundur Tak perlu kejar koruptor ke Antartika Koruptor itu AntarKita AntarMereka https://t.co/2JKMr0ZF02,neutral
. . Kelakuan Pejabat-Pejabat Kabinet Presiden @prabowo ini emang BOBROK MENTAL SIH !!! Gini lah kalau ngasi Jabatan cuma karena BALAS JASA .. Bukan karena Orang itu KOMPETEN di bidangnya dan memang niatnya NGABDI BUAT NEGARA dan RAKYAT Rakyat disuru NGALAH di jalan macet buat https://t.co/aQxPgn6VjC,negative
Politikus NasDem Minta Presiden Prabowo Pecat Menhut Raja Juli https://t.co/g88klTrYVS,neutral
Arahan presiden @prabowo ttg pagar laut ditelikung ? 1) Menteri KKP mulai melembek 2) Pihak PT ASG belokkan arah bhw pagar tsb dibuat oleh nelayan 3) dimunculkan nelayan jadi-jadian (infonya mrk staf desa/lurah Kohod) sbg pembuat pagar. https://t.co/fs2XI5TLUB,neutral
Bpk Presiden @Prabowo ditelikung ? Arahan presiden ttg pagar laut mulai belok arah : 1) Menteri KKP mulai melembek 2) Pihak PT ASG belokkan arah bhw pagar tsb dibuat oleh nelayan 3) dimunculkan nelayan jadi-jadian (infonya mereka staf desa/lurah Kohod) mengaku sbg pembuat pagar. https://t.co/Gqew0mpH1N,neutral
Janji membela segenap tumpah darah Indonesia dan rakyat Indonesia dipertanyakan sikap presiden @prabowo @Gerindra Kebenaran pasti di lindungi kemunafikan kebohongan kejahatan adalah karma sendiri yg menanggung. https://t.co/1Z2TsIxKUL,negative
Dengan hanya menyegel pagar laut PIK hanya sandiwara saja untuk ulur waktu sementara pemagaran secara diam terus berlanjut Mana sosok presiden @prabowo @Gerindra yg diagungkan macan asia ...? Sebagai presiden mana hak kuasa atas mengendalikan kapitalis dan meniadakan . https://t.co/EwTQEHyHA1,negative
Rakyat di larang Bersuara Suara RAKYAT diabaikan Janji Kemakmuran nyatanya ditelantar. Hukum dijadikan dagangan Hanya diera Jokowi @prabowo @gerindra Jika menjadi presiden akan kembali ke UUD 1945 hanya kebohongan UU Perampasan aset pun disembunyikan Dan koruptor dimaafkan https://t.co/4aq9WKqDDX,negative
Fakta penghuni PIK digunakan tuk usaha online warga Tiongkok dgn visa turis impor ilegal pastinya. Patas banyak usaha bangkrut PKH semakin bertambah barang Tiongkok yg tak laku di Eropa Amerika Afrika karena tolak prodak Tiongkok. Kemana @DPR_RI @DPRD dan presiden @prabowo https://t.co/bxPASbOL6N,neutral
Presiden memiliki hak kuasa mengendalikan kapitalis mafia lahan Money loundry dll Kenapa kok posisi terbalik yg dialami presiden @prabowo @gerindra. https://t.co/WhJyOR08ob,negative
Ayyy dah bilang pagar laut disegel hanya pencitraan @prabowo @gerindra @DPR_RI Fakta pemagaran masih terus berlanjut Sabtu tgl 11 - 1 - 2025. Jika presiden tegas serius maka semua pagar pasti dibongkar bukan di segel. Rakyat tidak mudah di bohongi ala Jokowi. https://t.co/ksu64je85k,positive
Presiden @prabowo berani lawan oligarki? Sy sih yakin gak bakal berani. Pidato doang keras. Omon omon. https://t.co/5e7M3g7QV3,neutral
Pak Presiden @prabowo ijin bertamya Ibu Kota Negara Indonesia sekarang dimana ?,neutral
Ca Imin mengenai PDI Perjuangan terhadap Pemerintahan Prabowo Subiayanto tolong tidak usah kau ajari Ikan berenang Ketua Umum Kami Prof DR Hajah Megawati Soekarnoputri Presiden RI ke 5 sudah tepat apa yang dilakukan Ketua Umum PDi Perjuangan sekarang dan hubungan Ibu da Pak https://t.co/x3gXlExOOv,neutral
Kepada Yth : 1. Presiden RI @prabowo 2. Kapolri @ListyoSigitP 3. Ketua @kompolnas_ri 4. Ketua @KPAI_official 5. Ketua @OmbudsmanRI137 6. Ketua @DPR_RI 7. Ketua @KejaksaanRI 8. Menteri @kpp_pa Tembusan Yth : 1. @Gerindra 2. @cakimiNOW 3. @aniesbaswedan 4. @SBYudhoyono https://t.co/lTe8mp0cYe,neutral
SATU PETUGAS DAMKAR DIPECAT PRABOWO TURUN TANGAN BELASAN RIBU HEKTAR TANAH RAKYAT DIRAMPAS OLIGARKI PRABOWO DIAM SAJA. PRESIDEN CAP APA INI? https://t.co/4ENCQLlxWc https://t.co/9QKsIqD2Ni,negative
@kompascom Resmi Lain Kali ada Patwal model ini tidak perlu minggir. Kecuali yg berhak seperti ambulan. Lewat iring iringan Presiden juga tidak perlu minggir karena president yg asli bukan @prabowo tapi Jokowi. https://t.co/RprQiFVvY5,neutral
Presiden Prabowo Subianto merespons kejadian viral siswa SD yang harus duduk di lantai karena belum membayar SPP. Kejadian memilukan yang dialami siswa SD berinisial MI di Yayasan Abdi Sukma Medan. Orangtua MI tak mampu melunasi SPP dengan total Rp 180rb Prabowo https://t.co/o845SuzUkR,neutral
Jokowi hanya membacakan ketetapan MPR yg mencabut Tap MPRS no 33 1967 yg punya kewenangan mencabut Tap MPR/MPRS hanya MPR bukan Presiden Mega berterimakasih kpd Prabowo sebagai Ketum Partai Gerindra yg me-inisiasi pencabutan Tap MPRS itu Kalau adu Tolol kalian emang juaranya https://t.co/NjEoSXfZ4H,negative
Pencabutan Tap MPRS pemberhentian Sukarno sebagai presiden dilaksanakan pada masa presiden Jokowi Widodo. Dicabut oleh MPR RI dan dikukuhkan oleh Jokowi. Bukan Prabowo atuh. Kan kejadiannya masih 2023 https://t.co/GPKGmAl4MP,neutral
Mendesak Presiden @Prabowo keluarkan Perppu Pembatalan Komisioner @KPK_RI haram jadah buatan Jokowi yang prosesnya tidak wajar dan cacat hukum. Jokowi/Gibran punya niat busuk hancurkan Presiden Prabowo #PrabowoPresidenBoneka #PrabowoPresidenBoneka https://t.co/kcftji1n5r,negative
