full_text,text_processed,text_processed1,label,score,panjang
@are_inismyname @prabowo @Gerindra @AlmaghribiS @BANGSAygSUJUD @IrawanRommi @kurawa @mas_veel @Ndons_Back @setkabgoid @Kimberley_PS08 @florieliciouss IHSG cermin yg jujur untuk menilai kinerja pemerintah karena IHSG tidak terpengaruh narasi bazer mana pun.,prabowo ihsg cermin jujur nilai kerja perintah ihsg pengaruh narasi bazer,are inismyname prabowo gerindra almaghribis bangsaygsujud irawanrommi kurawa mas veel ndons back setkabgoid kimberley ps florieliciouss ihsg cermin yang jujur untuk menilai kinerja pemerintah karena ihsg tidak terpengaruh narasi bazer mana pun,neutral,0.925207257270813,11
Ini awas aja ada portal berita yang tiba-tiba rilis hasil survei 95% Masyarakat mengaku puas dengan kinerja pemerintahan prabowo HARGA DIRI GUE SEBAGAI ANAK STATISTIK TERLUKA ANJIR,awas portal berita rilis hasil survei masyarakat aku puas kerja perintah prabowo harga gue anak statistik luka anjir,ini awas aja ada portal berita yang tiba tiba rilis hasil survei masyarakat mengaku puas dengan kinerja pemerintahan prabowo harga diri gue sebagai anak statistik terluka anjir,neutral,0.9948607087135316,18
@tempodotco @prabowo ndut kalo kamu sudah ga mood jadi presiden sini biar ku gantiin. Jelek banget kinerja kamu soalnya. KPI 0 semua,prabowo ndut kalo mood presiden biar gantiin jelek banget kerja kpi,tempodotco prabowo ndut kalo kamu sudah tidak mood jadi presiden sini biar ku gantiin jelek banget kinerja kamu soalnya kpi semua,negative,0.9379761815071106,11
lo semua harus tau. ada temen kkn gue yg bener2 ngebelain 02 kemaren waktu masa debat capres. dia MARAH sampe NANGIS cuma gara2 kinerja kemenhan dikasih rating 11/100 sama anies mencak2 cuma karna anies mengomentari prabowo ketawa2 karna konten2 oke gas oke gas sampe muak gue,tau temen kkn gue bener ngebelain kemaren debat capres marah sampe nang gara kerja kemenhan kasih rating anies mencak karna anies komentar prabowo ketawa karna konten oke gas oke gas sampe muak gue,lo semua harus tau ada temen kkn gue yang bener ngebelain kemaren waktu masa debat capres dia marah sampe nangis cuma gara kinerja kemenhan dikasih rating sama anies mencak cuma karna anies mengomentari prabowo ketawa karna konten oke gas oke gas sampe muak gue,neutral,0.9793755412101746,33
Jgn pernah berharap voters 02 tanggung jawab &amp; ikut kritik sama kinerja pilihannya kebanyakan dari mereka ga paham apa dampak yg dihasilkan dari sebuah kebijakan. Jd apapun yg dibuat prabowo mereka merasa everything is fine selama negara belum hancur kek kejatuhan meteor,jgn harap voters tanggung kritik kerja pilih banyak paham dampak hasil bijak apa prabowo everything fine negara hancur kek jatuh meteor,jgn pernah berharap voters tanggung jawab ikut kritik sama kinerja pilihannya kebanyakan dari mereka tidak paham apa dampak yang dihasilkan dari sebuah kebijakan jd apapun yang dibuat prabowo mereka merasa everything is fine selama negara belum hancur kek kejatuhan meteor,neutral,0.9864740371704102,21
@derarang @yudhakhel @bang_dasco @DPR_RI Kasih PAHAM Bang.... mmg dgn carmuk ke lantai bursa bisa kenaikan KEPERCAYAAN PASAR/PUBLIK thd kinerja Pemerintah OMON-OMON Pa Prabowo ??? Dagelan Ramadhan lo Bang Das... #IndonesiaGelap,kasih paham bang mmg carmuk lantai bursa naik percaya pasar publik thd kerja perintah omon omon prabowo dagel ramadhan bang das indonesiagelap,derarang yudhakhel bang dasco dpr ri kasih paham bang mmg dengan carmuk ke lantai bursa bisa kenaikan kepercayaan pasar publik thd kinerja pemerintah omon omon pa prabowo dagelan ramadhan lo bang das indonesiagelap,neutral,0.9794328212738036,22
Anis dibilang hanya bisa ngomong doang padahal Prabowo itu dah gak pinter ngomong dan gak bisa kerja.Buktinya IHSG anjlok disaat negara lain naik.itu membuktikan pasar gak percaya dgn program atau kinerja pemerintah di bawah kepemimpinan prabowo #PeringatanDarurat,anis bilang ngomong doang prabowo dah pinter ngomong kerja bukti ihsg anjlok saat negara bukti pasar percaya program kerja perintah pimpin prabowo peringatandarurat,anis dibilang hanya bisa ngomong doang padahal prabowo itu dah tidak pinter ngomong dan tidak bisa kerja buktinya ihsg anjlok disaat negara lain naik itu membuktikan pasar tidak percaya dengan program atau kinerja pemerintah di bawah kepemimpinan prabowo peringatandarurat,neutral,0.9653636813163756,23
Beliau mengajak seluruh jajaran untuk terus meningkatkan kinerja demi mendukung misi Presiden Prabowo dan Wakil Presiden Gibran dalam membangun Indonesia maju menuju Indonesia Emas 2045. #KSP #Ramadan2025 https://t.co/668eUNEFTC,beliau ajak jajar tingkat kerja dukung misi presiden prabowo wakil presiden gibran bangun indonesia maju indonesia emas ksp ramadan,beliau mengajak seluruh jajaran untuk terus meningkatkan kinerja demi mendukung misi presiden prabowo dan wakil presiden gibran dalam membangun indonesia maju menuju indonesia emas ksp ramadan,neutral,0.9106745719909668,19
jadi kalo concernnya karna menduduki jabatan politik setara komut/dirut dengan kinerja di lapangan yg udah aku liat sejauh ini itu sbg bentuk apresiasi aja sih pak prabowo menanggapinya ,kalo concernnya karna duduk jabat politik tara komut dirut kerja lapang udah liat sbg bentuk apresiasi prabowo tanggap,jadi kalo concernnya karna menduduki jabatan politik setara komut dirut dengan kinerja di lapangan yang udah aku liat sejauh ini itu sbg bentuk apresiasi aja sih pak prabowo menanggapinya,neutral,0.9012529253959656,18
@InvestorID Ini akibat Para manajemen Perusahaan tdk bisa meyakinkan investor terkait kinerja usaha BUMN masing2... kalau ada komunikasi dgn para investor terkait kondisi dan kinerja dll yg menguntungkan maka inveator akan lebih percaya itu drpd framming2... @prabowo @cnbcindonesia,akibat manajemen usaha tdk investor kait kerja usaha bumn komunikasi investor kait kondisi kerja dll untung inveator percaya drpd framming prabowo,investorid ini akibat para manajemen perusahaan tidak bisa meyakinkan investor terkait kinerja usaha bumn masing kalau ada komunikasi dengan para investor terkait kondisi dan kinerja dll yang menguntungkan maka inveator akan lebih percaya itu drpd framming prabowo cnbcindonesia,positive,0.9518766403198242,21
@are_inismyname @prabowo @Gerindra @bang_dasco @AlmaghribiS @BANGSAygSUJUD @IrawanRommi @kurawa @Ndons_Back @setkabgoid @Kimberley_PS08 @mas_veel Emang semahal itu? Ama judol parah mana saham kan bisa mempelajari kinerja perusahaan...,prabowo emang mahal ama judol parah saham ajar kerja usaha,are inismyname prabowo gerindra bang dasco almaghribis bangsaygsujud irawanrommi kurawa ndons back setkabgoid kimberley ps mas veel emang semahal itu ama judol parah mana saham kan bisa mempelajari kinerja perusahaan,neutral,0.9229434132575988,10
Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan menyampaikan bahwa Presiden Prabowo akan bertemu dengan investor pasar modal usai kinerja IHSG anjlok.#bisnisupdate #update #bisnis #text https://t.co/MLY4RY1VEO,ketua dewan ekonomi nasional den luhut binsar pandjaitan presiden prabowo temu investor pasar modal kerja ihsg anjlok bisnisupdate update bisnis text,ketua dewan ekonomi nasional den luhut binsar pandjaitan menyampaikan bahwa presiden prabowo akan bertemu dengan investor pasar modal usai kinerja ihsg anjlok bisnisupdate update bisnis text,neutral,0.9928485155105592,21
IHSG Anjlok Tidak Yakin pada Kinerja Pemerintahan Prabowo. Terlalu banyak kesan bahwa pemerintah bersikap arogan dan tidak menganggap sensitivilitas itu sebagai sesuatu yang penting. https://t.co/z4ro36qtmD https://t.co/aXjuLASK76,ihsg anjlok kerja perintah prabowo kesan perintah sikap arogan anggap sensitivilitas,ihsg anjlok tidak yakin pada kinerja pemerintahan prabowo terlalu banyak kesan bahwa pemerintah bersikap arogan dan tidak menganggap sensitivilitas itu sebagai sesuatu yang penting,positive,0.9975982308387756,11
Valid kah ini @poldalampung @Divpropam @PropamKu @DivHumas_Polri @ListyoSigitP? Dan kemana saja selama ini baru digerebek kemarin sehingga ada korban? Kinerja intelnya seperti apa gak bisa memitigasi ancaman? Ijin @KOMPOLNAS @kompolnas_ri @bang_dasco Pak presiden @prabowo,valid kah mana gerebek kemarin korban kerja intel memitigasi ancam ijin presiden prabowo,valid kah ini poldalampung divpropam propamku divhumas polri listyosigitp dan kemana saja selama ini baru digerebek kemarin sehingga ada korban kinerja intelnya seperti apa tidak bisa memitigasi ancaman ijin kompolnas kompolnas ri bang dasco pak presiden prabowo,neutral,0.9644016027450562,13
@__AnakKolong @bang_dasco mau cek kinerja Bareskrim (sesuai arahan @prabowo ) https://t.co/svUh1chtIZ,cek kerja bareskrim sesuai arah prabowo,anakkolong bang dasco mau cek kinerja bareskrim sesuai arahan prabowo,neutral,0.9185466766357422,6
@KoalisiNetizen @prabowo Go CASN 2025! Sehat-sehat Presiden Prabowo ayo kita tingkatkan kinerja nasional #KomitmenPemerintahUntukCASN,prabowo casn sehat sehat presiden prabowo ayo tingkat kerja nasional komitmenpemerintahuntukcasn,koalisinetizen prabowo go casn sehat sehat presiden prabowo ayo kita tingkatkan kinerja nasional komitmenpemerintahuntukcasn,positive,0.9710885882377625,11
@are_inismyname @prabowo @Gerindra @AlmaghribiS @BANGSAygSUJUD @IrawanRommi @kurawa @mas_veel @Ndons_Back @setkabgoid @Kimberley_PS08 @florieliciouss menteri dg kinerja buruk ko dikasih ucapan terimakasih terimakasih atas tekornya apbn mau malakin rakyat pake program apalgi ?,prabowo menteri kerja buruk kasih ucap terimakasih terimakasih tekor apbn malakin rakyat pake program apalgi,are inismyname prabowo gerindra almaghribis bangsaygsujud irawanrommi kurawa mas veel ndons back setkabgoid kimberley ps florieliciouss menteri dg kinerja buruk ko dikasih ucapan terimakasih terimakasih atas tekornya apbn mau malakin rakyat pake program apalgi,neutral,0.9644240736961364,15
@russellhebi @semufanaa @dlljma @terserahtanggal @pimchann__ Santai ya lu yang ngomong juga kan gw cuman nanya maksudnya apa Kalo ngomongin kinerja dan track record yaudah kita ngomongin itu. Track recordnya jolowi waktu itu emang ngga sebagus itu tapi berarti saat 2014 &amp; 2019 mendingan pilih prabowo gitu? Atau gmn?,santai ngomong cuman nanya maksud kalo ngomongin kerja track record yaudah ngomongin track recordnya jolowi emang ngga bagus mending pilih prabowo gmn,russellhebi semufanaa dlljma terserahtanggal pimchann santai ya lu yang ngomong juga kan gw cuman nanya maksudnya apa kalo ngomongin kinerja dan track record yaudah kita ngomongin itu track recordnya jolowi waktu itu emang ngga sebagus itu tapi berarti saat mendingan pilih prabowo gitu atau gmn,neutral,0.9659957885742188,22
@tham878 Buzzer ternakan mulyono memang pekok... Hai cong IHSG sudah turun sejak danantara diluncurkan pasar merespon negatif... makin anjlok nya IHSG karena pasar sudah tdk percaya dengan kinerja pemerintahan @prabowo https://t.co/6eHxinhEHX,buzzer terna mulyono kok hai cong ihsg turun danantara luncur pasar merespon negatif anjlok ihsg pasar tdk percaya kerja perintah prabowo,tham buzzer ternakan mulyono memang pekok hai cong ihsg sudah turun sejak danantara diluncurkan pasar merespon negatif makin anjlok nya ihsg karena pasar sudah tidak percaya dengan kinerja pemerintahan prabowo,positive,0.9742796421051024,21
Kinerja buruk Indeks Harga Saham Gabungan (IHSG) jadi sorotan. Menko Airlangga pun melaporkan kondisi tersebut ke Presiden Prabowo Subianto. https://t.co/Am1EZXWY7T,kerja buruk indeks harga saham gabung ihsg sorot menko airlangga lapor kondisi presiden prabowo subianto,kinerja buruk indeks harga saham gabungan ihsg jadi sorotan menko airlangga pun melaporkan kondisi tersebut ke presiden prabowo subianto,neutral,0.999014973640442,15
@abinandar2003 @msaid_didu @prabowo @DPR_RI Sulit berharap dari seorang pengagum manusia gagal pemuja manusia gagal mengadopsi kinerja dan cara kerja manusia gagal maka hasilnya pun akan gagal ... Hiduuupppp jokowiii .. hiduuppp jokowi .,prabowo sulit harap kagum manusia gagal puja manusia gagal adopsi kerja kerja manusia gagal hasil gagal hiduuupppp jokowiii hiduuppp jokowi,abinandar msaid didu prabowo dpr ri sulit berharap dari seorang pengagum manusia gagal pemuja manusia gagal mengadopsi kinerja dan cara kerja manusia gagal maka hasilnya pun akan gagal hiduuupppp jokowiii hiduuppp jokowi,positive,0.9958651065826416,20
Makin Aneh Saja Kebijakan Pemerintah Apa Gak Melah Membuat Investor Ketakutan? Dukung Kebijakan Prabowo Bareskrim Polri Bakal Pantau Kasus Harga Saham di RI Badan Reserse Kriminal (Bareskrim) Polri tengah memantau dugaan perbuatan melawan hukum terkait dengan kinerja atau https://t.co/78FQ5aPl4j,aneh bijak perintah lah investor takut dukung bijak prabowo bareskrim polri pantau harga saham badan reserse kriminal bareskrim polri pantau duga buat lawan hukum kait kerja,makin aneh saja kebijakan pemerintah apa tidak melah membuat investor ketakutan dukung kebijakan prabowo bareskrim polri bakal pantau kasus harga saham di ri badan reserse kriminal bareskrim polri tengah memantau dugaan perbuatan melawan hukum terkait dengan kinerja atau,neutral,0.9118534922599792,26
@neniysur Not my jagoan. Karna dulu pilihannya cuma 2. Periode pertama Masih sekolah jadi ga terlalu riset di background calon. Di periode kedua ternyata Masih ga Puas sm kinerja mul. JD pilih dia Lg. Eh pas prabowo &amp; Sandi uno join the cabinet wassalam.,not jago karna pilih periode sekolah riset background calon periode puas kerja mul pilih pas prabowo sandi uno join the cabinet wassalam,neniysur not my jagoan karna dulu pilihannya cuma periode pertama masih sekolah jadi tidak terlalu riset di background calon di periode kedua ternyata masih tidak puas sm kinerja mul jd pilih dia lg eh pas prabowo sandi uno join the cabinet wassalam,neutral,0.9212285876274108,22
Sekian lama isu utk mengusik kinerja pemerintahan @prabowo Mentri keuangan Sri Mulyani secara pribadi menegaskan tidak akan mundur dari jabatannya utk menjaga keuangan negara dan mengelola apbn. Terima kasih bu statement ini sudah menampol org2 yg gak mau negeri ini damai https://t.co/ewE67Ajic6,sekian isu usik kerja perintah prabowo tri uang sri mulyani pribadi mundur jabat jaga uang negara kelola apbn terima kasih statement menampol org negeri damai,sekian lama isu untuk mengusik kinerja pemerintahan prabowo mentri keuangan sri mulyani secara pribadi menegaskan tidak akan mundur dari jabatannya untuk menjaga keuangan negara dan mengelola apbn terima kasih bu statement ini sudah menampol org yang tidak mau negeri ini damai,negative,0.9856097102165222,25
@David_Wijaya03 @03__nakula @ahmad_bellamy @Anak__Ogi @GM_Warrios @GantineRamane @RoellyRosuli @Per98943129Rudi @Muhadjir_M @YogaPras_ Ini bagian perilaku Abuse of power yg secara telanjang. Tentu ini sangat mengganggu kinerja pemerintahan Prabowo. Apakah org² spti ini tetap dipertahankan?...,perilaku abuse power telanjang ganggu kerja perintah prabowo org spti tahan,david wijaya nakula ahmad bellamy anak ogi gm warrios gantineramane roellyrosuli per rudi muhadjir yogapras ini bagian perilaku abuse of power yang secara telanjang tentu ini sangat mengganggu kinerja pemerintahan prabowo apakah org spti ini tetap dipertahankan,neutral,0.9550803303718568,11
BPK @prabowo Pak Said Didu dicoba saja diangkat sebagai Menteri BUMN agar bisa membuktikan kinerja dia yang expert dan profesional ? Kita lihat saja pak biar bantu majukan BUMN tidak hanya omon omon saja ?,bpk prabowo said didu coba angkat menteri bumn bukti kerja expert profesional lihat biar bantu maju bumn omon omon,bpk prabowo pak said didu dicoba saja diangkat sebagai menteri bumn agar bisa membuktikan kinerja dia yang expert dan profesional kita lihat saja pak biar bantu majukan bumn tidak hanya omon omon saja,positive,0.9430103302001952,19
Benarkah kondisi ekonomi Indonesia baik-baik saja? Sejak Prabowo menjadi presiden $IHSG telah turun dari 7700 ke 6050. IHSG dpt dilihat sebagai indikator kesehatan ekonomi Indonesia karena harga saham dipengaruhi oleh kinerja perusahaan ekspektasi pasar faktor makro ekonomi,kondisi ekonomi indonesia prabowo presiden ihsg turun ihsg dpt indikator sehat ekonomi indonesia harga saham pengaruh kerja usaha ekspektasi pasar faktor makro ekonomi,benarkah kondisi ekonomi indonesia baik baik saja sejak prabowo menjadi presiden ihsg telah turun dari ke ihsg dpt dilihat sebagai indikator kesehatan ekonomi indonesia karena harga saham dipengaruhi oleh kinerja perusahaan ekspektasi pasar faktor makro ekonomi,negative,0.9798633456230164,23
@ernestprakasa Kemaren ada koh yang bilang cuma di jaman prabowo kinerja IHSG naik 2% ,kemaren koh bilang jaman prabowo kerja ihsg,ernestprakasa kemaren ada koh yang bilang cuma di jaman prabowo kinerja ihsg naik,neutral,0.9871799349784852,7
Apa yang dilakukan oleh Tim Ekonomi Pemerintahan Prabowo (termasuk kementrian keuangan) 3 bulan terakhir ini malah jadi membuat kesan kinerja ekonomi Pemerintahan Jokowi jadi terlihat jauh lebih baik Sepertinya bakal ada yg mundur atau dimundurkan? ,tim ekonomi perintah prabowo tri uang kesan kerja ekonomi perintah jokowi mundur mundur,apa yang dilakukan oleh tim ekonomi pemerintahan prabowo termasuk kementrian keuangan bulan terakhir ini malah jadi membuat kesan kinerja ekonomi pemerintahan jokowi jadi terlihat jauh lebih baik sepertinya bakal ada yang mundur atau dimundurkan,neutral,0.9739614129066468,13
LUAR BIASA KINERJA PRESIDENKU MY GEMOY MY NDUT @prabowo ️ https://t.co/M8UZxUmVMx,kerja presiden gemoy ndut prabowo,luar biasa kinerja presidenku my gemoy my ndut prabowo,negative,0.9975730776786804,5
@kompascom Melebihi PENJAJAH VOC.Entah apa isi otak pejabat negeri ini koq mau nya hanya susahkan rakyat pak @prabowo @Gerindra tolong di beresin JANGAN SELALU RAKYAT DITEKAN dimana sikon EKONOMI GI SUSAH Jangan bikin RAKYAT MURKA. Awasi mulut dan kinerja anak buah bapak @prabowo .,lebih jajah voc isi otak jabat negeri koq susah rakyat prabowo tolong resin rakyat tekan mana sikon ekonomi susah bikin rakyat murka awas mulut kerja anak buah prabowo,kompascom melebihi penjajah voc entah apa isi otak pejabat negeri ini koq mau nya hanya susahkan rakyat pak prabowo gerindra tolong di beresin jangan selalu rakyat ditekan dimana sikon ekonomi gi susah jangan bikin rakyat murka awasi mulut dan kinerja anak buah bapak prabowo,negative,0.9838469624519348,28
say goodbye 2 bajuri sri mulyani indrawati airlangga hartarto kinerja terburuk SMI 1. otak kasus bank century u/ kampanye SBY 2. isa rachmatarwata jadi dirjen anggaran setelah membangkrutkan Jiwasraya Penggantinya? Teknokrat/birokrat karir Politikus/kerabat Prabowo https://t.co/eCXnUmuFki,say goodbye bajuri sri mulyani indrawati airlangga hartarto kerja buruk smi otak bank century kampanye sby isa rachmatarwata dirjen anggar bangkrut jiwasraya ganti teknokrat birokrat karir politikus kerabat prabowo,say goodbye bajuri sri mulyani indrawati airlangga hartarto kinerja terburuk smi otak kasus bank century kampanye sby isa rachmatarwata jadi dirjen anggaran setelah membangkrutkan jiwasraya penggantinya teknokrat birokrat karir politikus kerabat prabowo,neutral,0.9975000023841858,29
Nilai kinerja Prabowo 11/100 @prabowo JELEK,nilai kerja prabowo prabowo jelek,nilai kinerja prabowo prabowo jelek,negative,0.9272235631942748,5
Prabowo bikin cepat semua urusan termasuk pengangkatan CPNS dan PPPK. Kinerja yang harus dicontoh! #KomitmenPemerintahUntukCASN,prabowo bikin cepat urus angkat cpns pppk kerja contoh komitmenpemerintahuntukcasn,prabowo bikin cepat semua urusan termasuk pengangkatan cpns dan pppk kinerja yang harus dicontoh komitmenpemerintahuntukcasn,neutral,0.9253934025764464,10
Kinerja Prabowo dalam percepat CPNS dan PPPK bikin kita optimis hadapi masa depan #KomitmenPemerintahUntukCASN,kerja prabowo cepat cpns pppk bikin optimis hadap komitmenpemerintahuntukcasn,kinerja prabowo dalam percepat cpns dan pppk bikin kita optimis hadapi masa depan komitmenpemerintahuntukcasn,neutral,0.9031742811203004,9
Kinerja gemilang dari Prabowo untuk CPNS dan PPPK lebih cepat dan pasti #KomitmenPemerintahUntukCASN,kerja gemilang prabowo cpns pppk cepat komitmenpemerintahuntukcasn,kinerja gemilang dari prabowo untuk cpns dan pppk lebih cepat dan pasti komitmenpemerintahuntukcasn,positive,0.9948750138282776,7
@yerifisip Jujur gua milih bukan karena jokowi emang dr awal gua milih prabowo. Jd yaudah guys namanya jg demokrasi kita semua yg milih jg mikir kok. Lalu skrg kalau misal ada yg mengecewakan dr kinerja pemerintah apa kita bakal bela dia terus? Ya ngga.,jujur gua milih jokowi emang gua milih prabowo yaudah guys nama demokrasi milih mikir skrg kecewa kerja perintah bela ngga,yerifisip jujur gua milih bukan karena jokowi emang dr awal gua milih prabowo jd yaudah guys namanya jg demokrasi kita semua yang milih jg mikir kok lalu skrg kalau misal ada yang mengecewakan dr kinerja pemerintah apa kita bakal bela dia terus ya ngga,negative,0.9604469537734984,20
@pmparmudji @AirinDatangLagi Kok cm segitu. Semua menteri dan pejabat yg dipilih Prabowo pastilah konco yg dipercaya oleh Prabowo. Tinggal menunggu kinerja konco pilihan Prabowo,segitu menteri jabat pilih prabowo konco percaya prabowo tinggal tunggu kerja konco pilih prabowo,pmparmudji airindatanglagi kok cm segitu semua menteri dan pejabat yang dipilih prabowo pastilah konco yang dipercaya oleh prabowo tinggal menunggu kinerja konco pilihan prabowo,neutral,0.9454408288002014,14
Pencairan THR bagi PNS TNI Polri Hakim dan pensiunan dimulai hari ini Senin (17/3) sesuai pernyataan Presiden Prabowo Subianto. THR tahun ini mencakup gaji pokok tunjangan melekat dan tunjangan kinerja yang dibayarkan 100 persen. Pemerintah telah menyiapkan anggaran Rp https://t.co/eyvu7Jmpok,cair thr pns tni polri hakim pensiun senin sesuai nyata presiden prabowo subianto thr cakup gaji pokok tunjang lekat tunjang kerja bayar persen perintah anggar,pencairan thr bagi pns tni polri hakim dan pensiunan dimulai hari ini senin sesuai pernyataan presiden prabowo subianto thr tahun ini mencakup gaji pokok tunjangan melekat dan tunjangan kinerja yang dibayarkan persen pemerintah telah menyiapkan anggaran rp,negative,0.9157466888427734,25
Presiden RI Prabowo Subianto menegaskan bahwa kinerja Aparatur Sipil Negara (ASN) harus cepat dalam melayani rakyat. . Birokrat-birokrat yang tidak mau mengikuti zaman harus kita evaluasi jangan mengira jadi ASN hidup enak dan seenaknya tidak efisien bekerja melayani rakyat https://t.co/R9YpTW3IdU,presiden prabowo subianto kerja aparatur sipil negara asn cepat layan rakyat birokrat birokrat ikut zaman evaluasi asn hidup enak efisien layan rakyat,presiden ri prabowo subianto menegaskan bahwa kinerja aparatur sipil negara asn harus cepat dalam melayani rakyat birokrat birokrat yang tidak mau mengikuti zaman harus kita evaluasi jangan mengira jadi asn hidup enak dan seenaknya tidak efisien bekerja melayani rakyat,neutral,0.9434619545936584,22
sebernarnya NEGARA TANPA ORANG2 YG BERTERIAK DNG DALIL MENGKRITIK KINERJA PEMERINTAH (padahal aslinya menghina..merendahkan dan melecehkan pemerintahan )itu akan cepat maju dan bersaing dng negara lain...entah fungsinya apa mereka itu bikin ruwet sj..@prabowo @gibran_tweet,sebernarnya negara orang teriak dng dalil kritik kerja perintah asli hina rendah leceh perintah cepat maju saing dng negara fungsi bikin ruwet prabowo,sebernarnya negara tanpa orang yang berteriak dng dalil mengkritik kinerja pemerintah padahal aslinya menghina merendahkan dan melecehkan pemerintahan itu akan cepat maju dan bersaing dng negara lain entah fungsinya apa mereka itu bikin ruwet sj prabowo gibran tweet,neutral,0.9822905659675598,23
@Dahnilanzar @prabowo Dendam atau tidak itu urusan pribadi Lu tapi ini imbasnya ke rakyat Mentri2 bos Lu bikin kebijakan absurd yg menyusahkan rakyat Efeknya kinerja bos Lu artinya cacat juga ,prabowo dendam urus pribadi imbas rakyat tri bos bikin bijak absurd susah rakyat efek kerja bos cacat,dahnilanzar prabowo dendam atau tidak itu urusan pribadi lu tapi ini imbasnya ke rakyat mentri bos lu bikin kebijakan absurd yang menyusahkan rakyat efeknya kinerja bos lu artinya cacat juga,neutral,0.9843633770942688,17
@syabuhachi prabowo hnya ambisi mau jadi presiden doang di umur sore miliknya ini begitu menjabat udeh lah tuh gatau mau ngapain kinerja dia. segala aturan diubah-ubah. orang-orangnya juge apelagi pada bobrok semua. yang ono gimane? skip ae lah. g-word cuma NPC politik nasional.,prabowo hnya ambisi presiden doang umur sore milik jabat udeh tuh gatau ngapain kerja atur ubah ubah orang orang juge apelagi bobrok ono gimane skip word npc politik nasional,syabuhachi prabowo hnya ambisi mau jadi presiden doang di umur sore miliknya ini begitu menjabat udeh lah tuh gatau mau ngapain kinerja dia segala aturan diubah ubah orang orangnya juge apelagi pada bobrok semua yang ono gimane skip ae lah word cuma npc politik nasional,neutral,0.9544569849967957,29
Tapi apresiasi sebesar besarnya si kinerja polri dan kpk karna berani ngungkap korupsi besar besar di 100 hari lebih pak prabowo ini. Makasih banyak pak sudah memberikan kinerja baik. #polriuntukindonesia buat yang masih jadi oknum tolong tobat ya.,apresiasi besar kerja polri kpk karna berani ngungkap korupsi prabowo makasih kerja polriuntukindonesia oknum tolong tobat,tapi apresiasi sebesar besarnya si kinerja polri dan kpk karna berani ngungkap korupsi besar besar di hari lebih pak prabowo ini makasih banyak pak sudah memberikan kinerja baik polriuntukindonesia buat yang masih jadi oknum tolong tobat ya,negative,0.9247674345970154,16
@Dennysiregar7 Baru kemarin bicara efisiensi.. Malah di gas tantiem direksi BUMN kenaikan total dr total 4 bank himbara ini tambahannya hampir 1 triliun. Pdhal kinerja nya dibawah BCA @erickthohir gagal efisiensi BUMN @prabowo https://t.co/ckr1MsN5eq,kemarin bicara efisiensi gas tantiem direksi bumn naik total total bank himbara tambah triliun pdhal kerja bawah bca gagal efisiensi bumn prabowo,dennysiregar baru kemarin bicara efisiensi malah di gas tantiem direksi bumn kenaikan total dr total bank himbara ini tambahannya hampir triliun pdhal kinerja nya dibawah bca erickthohir gagal efisiensi bumn prabowo,positive,0.933353304862976,22
@geloraco Jangan cuma suami sandra dewi saja korupsi yg lagi heboh saat ini harus di berlakukan sama semua aset dan hartanya d sita jangan pandang bulu karena semua orang sama di mata hukum @prabowo tolong d pantau kinerja kerjaksaan dan aparatur negara yg bertindak bersih bersih ,suami sandra dewi korupsi heboh laku aset harta sita pandang bulu orang mata hukum prabowo tolong pantau kerja kerjaksaan aparatur negara tindak bersih bersih,geloraco jangan cuma suami sandra dewi saja korupsi yang lagi heboh saat ini harus di berlakukan sama semua aset dan hartanya sita jangan pandang bulu karena semua orang sama di mata hukum prabowo tolong pantau kinerja kerjaksaan dan aparatur negara yang bertindak bersih bersih,neutral,0.95763099193573,24
@Verraagustian_ @Gerindra @prabowo Terutama kewajiban tanggungjawab kinerja aparat K/L/swasta dlm menangani masalah sosial terutama terhadap warga masyarakat miskin agar memiliki keahlian utk usaha/pekerjaan sehingga memiliki matapencaharian tetap sehingga warga masyarakat gak ada lagi miskin/terlantar.,prabowo wajib tanggungjawab kerja aparat swasta dlm tangan sosial warga masyarakat miskin milik ahli usaha kerja milik matapencaharian warga masyarakat miskin lantar,verraagustian gerindra prabowo terutama kewajiban tanggungjawab kinerja aparat swasta dlm menangani masalah sosial terutama terhadap warga masyarakat miskin agar memiliki keahlian untuk usaha pekerjaan sehingga memiliki matapencaharian tetap sehingga warga masyarakat tidak ada lagi miskin terlantar,positive,0.9478392004966736,22
Kabinet skill issue beneran anjir. Belum juga setahun udah banyak masalahnya. Kemdiktisaintek di demo ASN dan dosen ESDM kemarin LPG 3kg MBG ditolak di Papua Kemenkeu kinerja penerimaan pajaknya menurun belum lagi masalah yang timbul dampak efisiensi. Prabowo harus segera,kabinet skill issue beneran anjir tahun udah kemdiktisaintek demo asn dosen esdm kemarin lpg mbg tolak papua kemenkeu kerja terima pajak turun timbul dampak efisiensi prabowo,kabinet skill issue beneran anjir belum juga setahun udah banyak masalahnya kemdiktisaintek di demo asn dan dosen esdm kemarin lpg kg mbg ditolak di papua kemenkeu kinerja penerimaan pajaknya menurun belum lagi masalah yang timbul dampak efisiensi prabowo harus segera,neutral,0.9789985418319702,26
