,full_text,text_processed,label,score
568,@coalfired_ @polisiolahraga Pdhal yg jadi presiden jokowi dan prabowo tapi yg salah tetap anies agak gilaa pikiran pendukung jkw ini. Coba dijelasin timeline waktunya itu 2012 siapa yg bawa ke DKI??? Prabowo kan. Itulah awal mula semua ini. 2014??? Itu anies aja di lepeh waktu ikut konvensi demokrat,coalfired polisiolahraga pdhal yang jadi presiden jokowi dan prabowo tapi yang salah tetap anies agak gilaa pikiran pendukung jkw ini coba dijelasin timeline waktunya itu siapa yang bawa ke dki prabowo kan itulah awal mula semua ini itu anies aja di lepeh waktu ikut konvensi demokrat,neutral,0.8172625303268433
569,Daftar perwira aktif yang menduduki jabatan sipil pada era pemerintahan Presiden Prabowo Subianto semakin panjang setelah Mayjen TNI Novi Helmy Prasetya ditunjuk sebagai Direktur Utama (Dirut) Perum Bulog. &lt; #RevisiUUTNI #TNI https://t.co/UInFWSU0Tt,daftar perwira aktif yang menduduki jabatan sipil pada era pemerintahan presiden prabowo subianto semakin panjang setelah mayjen tni novi helmy prasetya ditunjuk sebagai direktur utama dirut perum bulog lt revisiuutni tni,neutral,0.8191735744476318
570,Presiden RI ke 6 @SBYudhoyono membagi kisah persahabatan dengan Presiden RI ke 8 @prabowo dan mengingatkan hanya ada satu matahari dalam kepemimpinan di Negeri ini. Simak penjelasan penjelasan di @liputan6dotcom https://t.co/gaUvDJseYH,presiden ri ke sbyudhoyono membagi kisah persahabatan dengan presiden ri ke prabowo dan mengingatkan hanya ada satu matahari dalam kepemimpinan di negeri ini simak penjelasan penjelasan di liputan dotcom,neutral,0.9927005767822266
571,Jokowi sendiri yg bilang akan kawal pembangunan IKN usai tak jadi presiden tp skrng Jokowi minta dia jgn ditarik2. Cebokernya membela IKN skrng tanggung jawab Prabowo dan proyek IKN itu pemikiran visioner Soekarno bapaknya Megawati ketum PDIP knp Jokowi yg jadi sasaran,jokowi sendiri yang bilang akan kawal pembangunan ikn usai tak jadi presiden tp skrng jokowi minta dia jgn ditarik cebokernya membela ikn skrng tanggung jawab prabowo dan proyek ikn itu pemikiran visioner soekarno bapaknya megawati ketum pdip knp jokowi yang jadi sasaran,positive,0.7587674260139465
572,. . Selamat Hari Senin Pak Presiden @prabowo K A B I N E T P E M B U N U H I B U - I B U Minggu ini ada rencana Bunuh Rakyat lagi Pak ??!!! Lewat kebijakan Mentri mana lagi nih kira-kira ??!!! Trus Pembuat Kebijakan Pembunuh itu ada rencana D I P E C A T dari Kabinet https://t.co/N1soAJtR5k,selamat hari senin pak presiden prabowo minggu ini ada rencana bunuh rakyat lagi pak lewat kebijakan mentri mana lagi nih kira kira trus pembuat kebijakan pembunuh itu ada rencana dari kabinet,neutral,0.9163137674331665
573,Pdhl jokodok sendiri yg bilang siap kawal IKN meski sdh tak jadi presiden giliran ditanya dia lepas tangan cebokernya nyalahin wartawan. Kalo ada berita bagus soal IKN Jokodok yg dipuji kalo buruk Prabowo yg hrs bertanggung jawab. Hidupmu kok se asu ini bro @DedynurPalakka. https://t.co/ufwpvuuhu7,pdhl jokodok sendiri yang bilang siap kawal ikn meski sdh tak jadi presiden giliran ditanya dia lepas tangan cebokernya nyalahin wartawan kalo ada berita bagus soal ikn jokodok yang dipuji kalo buruk prabowo yang hrs bertanggung jawab hidupmu kok se asu ini bro dedynurpalakka,negative,0.9566366672515869
574,TERUNGKAP FAKTA BARU ADA PERSEKUSI INTIMIDASI KRIKINALISASI DI PIK 2 Selamat Pagi Pak Presiden @prabowo Rakyat bapak sdh berperan aktif dlm mengungkap pelanggaran bahkan memberi advokasi thd masyarakat yg menjadi korban pelanggaran di PIK 2. Tp stlh sekian lama kasus PAGAR https://t.co/f34KQCOLIy,terungkap fakta baru ada persekusi intimidasi krikinalisasi di pik selamat pagi pak presiden prabowo rakyat bapak sdh berperan aktif dlm mengungkap pelanggaran bahkan memberi advokasi thd masyarakat yang menjadi korban pelanggaran di pik tp stlh sekian lama kasus pagar,neutral,0.8707545399665833
575,@cobeh2022 @Android_AK_47 Hati-hati Pak @prabowo @Gerindra ada banyak menteri di kabinetmu yg loyalitas nya kepada orang lain. Ini sangat membahayakan segera reshuffle mentri titipan ganti dgn orang-orang yg loyalitas nya hanya kepada Presiden,cobeh android ak hati hati pak prabowo gerindra ada banyak menteri di kabinetmu yang loyalitas nya kepada orang lain ini sangat membahayakan segera reshuffle mentri titipan ganti dengan orang orang yang loyalitas nya hanya kepada presiden,neutral,0.976901113986969
576,Ketika iringan mobil presiden memberi jalan kpd ambulans itu lbh dari sekadar tindakan teknis. Itu menunjukkan bhw KEMANUSIAAN lebih penting daripada KEKUASAAN. Kita butuh lebih banyak pemimpin yg paham bahwa ADAB adalah pondasi sebuah bangsa. @prabowo @Gerindra Respek https://t.co/2Aya23oUTV,ketika iringan mobil presiden memberi jalan kpd ambulans itu lbh dari sekadar tindakan teknis itu menunjukkan bhw kemanusiaan lebih penting daripada kekuasaan kita butuh lebih banyak pemimpin yang paham bahwa adab adalah pondasi sebuah bangsa prabowo gerindra respek,positive,0.7537704706192017
577,Saya hanya ingin menyampaikan bahwa; Presiden @prabowo dan Pak Hashim Djojohadikusumo ; PUNYA MODAL BESAR . . ️ #FufufafaAibNasional https://t.co/OFyw2bn3mN,saya hanya ingin menyampaikan bahwa presiden prabowo dan pak hashim djojohadikusumo punya modal besar fufufafaaibnasional,neutral,0.919829249382019
578,Presiden RI Prabowo Subianto mengingatkan pers bahwa ada kecenderungan orang-orang yang memiliki modal besar ingin menguasai media untuk dapat mempengaruhi masyarakat negara tertentu. &lt; #PrabowoSubianto #HariPersNasional https://t.co/ANEc2MwywE,presiden ri prabowo subianto mengingatkan pers bahwa ada kecenderungan orang orang yang memiliki modal besar ingin menguasai media untuk dapat mempengaruhi masyarakat negara tertentu lt prabowosubianto haripersnasional,neutral,0.9924248456954956
579,@tubbirfess Sebenarnya kalo pak Prabowo mau efisiensi pengetatan ikat pinggang justru seharusnya dimulai dari lingkaran beliau kabinet beliau. Hapus kementerian yg unfaedah hapus staffsus presiden dan Wamen yg gak guna. Perampingan kabinet dan potong tunjangan pejabat dan wakil rakyat.,tubbirfess sebenarnya kalo pak prabowo mau efisiensi pengetatan ikat pinggang justru seharusnya dimulai dari lingkaran beliau kabinet beliau hapus kementerian yang unfaedah hapus staffsus presiden dan wamen yang tidak guna perampingan kabinet dan potong tunjangan pejabat dan wakil rakyat,neutral,0.9745579361915588
580,Kalau saja presiden kita pak @prabowo yang bicara begini ane yakin seluruh rakyat Indonesia bergarak melawan Oligarki. Kang Kholiq walau hanya seorang nelayan tapi cinta tanah airnya sudah tidak di ragukan lagi. Lawan Oligarki #AdiliJokowi #AdiliJokowi https://t.co/PzyIqnGnYJ,kalau saja presiden kita pak prabowo yang bicara begini ane yakin seluruh rakyat indonesia bergarak melawan oligarki kang kholiq walau hanya seorang nelayan tapi cinta tanah airnya sudah tidak di ragukan lagi lawan oligarki adilijokowi adilijokowi,negative,0.496243953704834
581,Bapak Presiden @prabowo yth melihat penyimpangan yg dilakukan oleh pjbt @atr_bpn di seluruh Indonesia yg menjadi alat Oligarki mengambil tanah negara dan menggusur rakyat - sebaiknya lembaga @atr_bpn direklamasi saja.,bapak presiden prabowo yth melihat penyimpangan yang dilakukan oleh pjbt atr bpn di seluruh indonesia yang menjadi alat oligarki mengambil tanah negara dan menggusur rakyat sebaiknya lembaga atr bpn direklamasi saja,neutral,0.9935340881347656
582,GIBRAN NGANCAM AKAN MUNDUR DARI WAKIL PRESIDEN... GIBRAN SI FUFUFAFA NEKAT MENGANCAM PRABOWO JIKA PDIP BERGABUNG DI PEMERINTAHAN PRABOWO....‼️ #JokowiDikepung #JokowiDikepung 🆘🆗 https://t.co/E5piUj7bAC,gibran ngancam akan mundur dari wakil presiden gibran si fufufafa nekat mengancam prabowo jika pdip bergabung di pemerintahan prabowo jokowidikepung jokowidikepung,neutral,0.9236776828765869
583,PEMERINTAHAN PRABOWO SEDANG DI KUDETA SECARA HALUS OLEH BAYANG-BAYANG JOKOWI.... PRESIDEN PRABOWO HARUS SEGERA MENCOPOT PARA MENTERI TITIPAN JOKOWI....‼️ #JokowiDikepung #JokowiDikepung 🆘🆗 https://t.co/7YTfqk91UG,pemerintahan prabowo sedang di kudeta secara halus oleh bayang bayang jokowi presiden prabowo harus segera mencopot para menteri titipan jokowi jokowidikepung jokowidikepung,neutral,0.9585936665534973
584,@abu_waras @RagilSemar PRABOWO DIBERI WAKTU SETAHUN UNTUK ADILI JOKOWI MAKZULKAN GIBRAN &amp; LAWAN OLIGARKI Kami beri waktu setahun. Jika tdk dilaksanakan kami anggap Prabowo = para musuh negara. Kami akan bergerak utk jthkan Presiden kata Refly. https://t.co/Pq7BtRKK8r https://t.co/8zqsFg9HO8,abu waras ragilsemar prabowo diberi waktu setahun untuk adili jokowi makzulkan gibran lawan oligarki kami beri waktu setahun jika tidak dilaksanakan kami anggap prabowo para musuh negara kami akan bergerak untuk jthkan presiden kata refly,neutral,0.9670068025588989
585,Orang ini contohnya. Di tahun 2021 hingga 2022 dia masih semangat ngetwit haram hukumnya memilih penculik sebagai presiden. Di 2023 hingga 2024 memuja Prabowo harga mati. Di 2025 sok bijak. Orang-orang kayak gini tak akan bisa dirangkul.,orang ini contohnya di tahun hingga dia masih semangat ngetwit haram hukumnya memilih penculik sebagai presiden di hingga memuja prabowo harga mati di sok bijak orang orang kayak gini tak akan bisa dirangkul,neutral,0.49620291590690613
586,. . Udah bener emang kemaren mestinya diantem tabung gas aja sama si Bapak itu .. Kemiskinan Rakyat kok bisa-bisanya dijadiin becandaan sama Pembantu @prabowo ini ??!!! Jangankan punya EMPATI .. Ngerti ADAB aja kaga paham ni Pejabat !!! Kapan Bahlil mau Anda PECAT PAK PRESIDEN https://t.co/Huk45yq2Im,udah bener emang kemaren mestinya diantem tabung gas aja sama si bapak itu kemiskinan rakyat kok bisa bisanya dijadiin becandaan sama pembantu prabowo ini jangankan punya empati ngerti adab aja kaga paham ni pejabat kapan bahlil mau anda pecat pak presiden,neutral,0.9874876737594604
587,Lapor pak Presiden @prabowo Masa kayak begitu pak.. IKN dibangun megah tapi masa buat Truk Sampah saja koq rombengan gitu.,lapor pak presiden prabowo masa kayak begitu pak ikn dibangun megah tapi masa buat truk sampah saja koq rombengan gitu,positive,0.8434096574783325
588,Percaya ? Sambil cium tangan Fufufafa di depan Presiden Prabowo ?,percaya sambil cium tangan fufufafa di depan presiden prabowo,negative,0.5194075703620911
589,Saya yakin rakyat akan dukung penuh langkah2 Presiden Prabowo untuk melakukan efisiensi anggaran negara https://t.co/ZBZs8dHlCU,saya yakin rakyat akan dukung penuh langkah presiden prabowo untuk melakukan efisiensi anggaran negara,negative,0.5008023977279663
590,Yth Bapak Presiden @prabowo Mohon kasus Pagar Laut lanjut tuntas adili pelaku seadil-adilnya dan usut juga pelaku penyebab kebakaran ini Pak Presiden Jangan ada lagi yg dikambinghitamkan Rakyat sudah tidak percaya Karena selalu saja jika ada kasus hukum besar di iringi,yth bapak presiden prabowo mohon kasus pagar laut lanjut tuntas adili pelaku seadil adilnya dan usut juga pelaku penyebab kebakaran ini pak presiden jangan ada lagi yang dikambinghitamkan rakyat sudah tidak percaya karena selalu saja jika ada kasus hukum besar di iringi,positive,0.7221555709838867
591,Harap tidak ada data penting yang musnah. Jaga dan amankan. Semoga pula makin membakar semangat Menteri @NusronWahid1 dan jajaran @atr_bpn untuk bekerja dengan baik laksanakan perintah Presiden @prabowo : koreksi yang melenceng dan luruskan yang bengkok. Batalkan sertifikat,harap tidak ada data penting yang musnah jaga dan amankan semoga pula makin membakar semangat menteri nusronwahid dan jajaran atr bpn untuk bekerja dengan baik laksanakan perintah presiden prabowo koreksi yang melenceng dan luruskan yang bengkok batalkan sertifikat,neutral,0.7209503054618835
592,Momen saat saya bersama Panglima TNI Kepala Staf Angkatan dan sejumlah Menteri Kabinet Merah Putih mendampingi Presiden @prabowo dalam pengarahan kepada para Komandan Satuan (Dansat) TNI di Istana Kepresidenan Bogor Jumat (7/2). Pertahanan yang kuat adalah kunci menjaga https://t.co/IhQs4MiHPT,momen saat saya bersama panglima tni kepala staf angkatan dan sejumlah menteri kabinet merah putih mendampingi presiden prabowo dalam pengarahan kepada para komandan satuan dansat tni di istana kepresidenan bogor jumat pertahanan yang kuat adalah kunci menjaga,positive,0.4800306260585785
593, Alhamdulillah Ole Romeny sudah resmi menjadi WNI setelah pengambilan sumpah. Setelah proses pengambilan sumpah Ole juga langsung membuat KTP dan paspor Indonesia. Terima kasih untuk Bapak Presiden Prabowo Subianto Ketua DPR RI Pimpinan Komisi X DPR RI Pimpinan https://t.co/8rek4hvSzm,alhamdulillah ole romeny sudah resmi menjadi wni setelah pengambilan sumpah setelah proses pengambilan sumpah ole juga langsung membuat ktp dan paspor indonesia terima kasih untuk bapak presiden prabowo subianto ketua dpr ri pimpinan komisi dpr ri pimpinan,neutral,0.7969001531600952
594,Jika Pro Rakyat dan Bukan Pro Oligarki... Presiden Indonesia @prabowo mulai disukai karena ketegasan nya yang pro Rakyat. https://t.co/zzk0BJkoDW,jika pro rakyat dan bukan pro oligarki presiden indonesia prabowo mulai disukai karena ketegasan nya yang pro rakyat,negative,0.9972571730613708
595,Tolong pak presiden kami terhormat @prabowo Tolong usut kembali PEMBANTAIAN KM 50 pak ⁉️ Siapa dalang dibalik PEMBANTAIAN 6 Syuhada laskar FPI. SEKARANG begundal begundal sudah mulai aktif . Tegakan HUKUM INDONESIA pak @prabowo Video lama mengingat kan Kembali. https://t.co/j4AEvhn1oz,tolong pak presiden kami terhormat prabowo tolong usut kembali pembantaian km pak siapa dalang dibalik pembantaian syuhada laskar fpi sekarang begundal begundal sudah mulai aktif tegakan hukum indonesia pak prabowo video lama mengingat kan kembali,negative,0.9764031171798706
596,Alhamdulillah Ole Romeny sudah resmi menjadi WNI setelah pengambilan sumpah. Setelah proses pengambilan sumpah Ole juga langsung membuat KTP dan paspor Indonesia. Terima kasih untuk Bapak Presiden Prabowo Subianto Ketua DPR RI Pimpinan Komisi X DPR RI Pimpinan Komisi XIII https://t.co/F7IrKeRQvd,alhamdulillah ole romeny sudah resmi menjadi wni setelah pengambilan sumpah setelah proses pengambilan sumpah ole juga langsung membuat ktp dan paspor indonesia terima kasih untuk bapak presiden prabowo subianto ketua dpr ri pimpinan komisi dpr ri pimpinan komisi xiii,neutral,0.7113443613052368
597,Warga Rempang: Kalau ingat @jokowi sesak napas saya betul-betul saya benci! *cc Pak Presiden @prabowo Bang Dasco @bang_dasco https://t.co/H34KsdKT2w,warga rempang kalau ingat jokowi sesak napas saya betul betul saya benci cc pak presiden prabowo bang dasco bang dasco,neutral,0.9411006569862366
598,Saya baru sadar ternyata Presiden @prabowo luarbiasa cerdas Beliau sebenarnya tahu persis siapa yang dicacimaki rakyat dengan BAJINGAN TOLOL. Brava Presiden @prabowo Hajar terus Fufufafa sampai terguling dari kursinya seperti Sara Duterte.,saya baru sadar ternyata presiden prabowo luarbiasa cerdas beliau sebenarnya tahu persis siapa yang dicacimaki rakyat dengan bajingan tolol brava presiden prabowo hajar terus fufufafa sampai terguling dari kursinya seperti sara duterte,neutral,0.8611992597579956
599,@kang___L Weh cakep banget pak @prabowo Semua anggota dpr mpr dpd dprd KPK Staf presiden staf menteri kasi gaji UMR pak. Lurah kades camat staf nya kasi UMR juga. ,kang weh cakep banget pak prabowo semua anggota dpr mpr dpd dprd kpk staf presiden staf menteri kasi gaji umr pak lurah kades camat staf nya kasi umr juga,neutral,0.9545196890830994
600,Saya bersama Panglima TNI Kepala Staf Angkatan dan sejumlah Menteri Kabinet Merah Putih mendampingi Presiden @prabowo dalam pengarahan kepada para Komandan Satuan (Dansat) TNI di Istana Kepresidenan Bogor Jumat (7/2). Presiden Prabowo menegaskan pertahanan yang kuat adalah https://t.co/CX5bec7Gto,saya bersama panglima tni kepala staf angkatan dan sejumlah menteri kabinet merah putih mendampingi presiden prabowo dalam pengarahan kepada para komandan satuan dansat tni di istana kepresidenan bogor jumat presiden prabowo menegaskan pertahanan yang kuat adalah,positive,0.5974754691123962
601,Menghadiri Sidang Perdana Dewan Pertahanan Nasional (DPN) yang dipimpin langsung Presiden @prabowo pada Jumat siang (7/2). Sidang ini menjadi momentum bersejarah karena untuk pertama kalinya sejak 22 tahun pasca pengesahan Undang-Undang Nomor 3 Tahun 2002 tentang Pertahanan https://t.co/w3B178bSBz,menghadiri sidang perdana dewan pertahanan nasional dpn yang dipimpin langsung presiden prabowo pada jumat siang sidang ini menjadi momentum bersejarah karena untuk pertama kalinya sejak tahun pasca pengesahan undang undang nomor tahun tentang pertahanan,neutral,0.9570282101631165
602,Presiden RI Prabowo Subianto disambut Mars TNI oleh perwira menengah dan perwira tinggi TNI saat beri pengarahan kepada 1004 Komandan Satuan TNI di Istana Kepresidenan Bogor Jawa Barat https://t.co/PaNbk3c8Vt,presiden ri prabowo subianto disambut mars tni oleh perwira menengah dan perwira tinggi tni saat beri pengarahan kepada komandan satuan tni di istana kepresidenan bogor jawa barat,neutral,0.71550452709198
603,. . Partai @golkar_id .. Kalau milih Ketum tuh yang kayak begini .. Bukan modelan Bahlil Yang bikin Kebijakan MEMBUNUH EMAK-EMAK Pak Presiden @prabowo .. Mentri Anda satu ini Jangan sampe direshuffle ya Dia lagi FIGHT lawan OLIGARKI juga di Kisruh urusan Sertifikat Laut . .,partai golkar id kalau milih ketum tuh yang kayak begini bukan modelan bahlil yang bikin kebijakan membunuh emak emak pak presiden prabowo mentri anda satu ini jangan sampe direshuffle ya dia lagi fight lawan oligarki juga di kisruh urusan sertifikat laut,neutral,0.795850396156311
604,Sidang Perdana Dewan Pertahanan Nasional (DPN) yang dipimpin langsung oleh Presiden @prabowo Subianto dilaksanakan di Istana Kepresidenan Bogor Jumat (7/2). Presiden menegaskan bahwa pertahanan adalah fondasi utama negara dalam menjaga kedaulatan dan keberlanjutan bangsa. Pada https://t.co/WMD0nMdj0q,sidang perdana dewan pertahanan nasional dpn yang dipimpin langsung oleh presiden prabowo subianto dilaksanakan di istana kepresidenan bogor jumat presiden menegaskan bahwa pertahanan adalah fondasi utama negara dalam menjaga kedaulatan dan keberlanjutan bangsa pada,neutral,0.9513665437698364
605,. Kalo saja Presiden @prabowo Mau didukung Penuh oleh Rakyat utk PilPres 2029 nanti. Yg Perlu dilakukan Oleh @prabowo cukup Menjadikan Jokowi Sebagai Satu-satunya Contoh Mantan Presiden 🇮🇩 yg Berhasil di Jebloskan ke Penjara karena Pelanggaran Hukum yg sengaja dilakukannya. . https://t.co/WuUTJMRpzp,kalo saja presiden prabowo mau didukung penuh oleh rakyat untuk pilpres nanti yang perlu dilakukan oleh prabowo cukup menjadikan jokowi sebagai satu satunya contoh mantan presiden yang berhasil di jebloskan ke penjara karena pelanggaran hukum yang sengaja dilakukannya,neutral,0.9038205742835999
606,Haduh Pak Bapak Presiden @prabowo Ngga ada orang ngatain Bapak Bajingan tolol. Kita semua rakyat waras ngga pernah ngata-ngatain Bapak. Bajingan tolol itu JOKOWI! Waduh waduh salah salah Ngawur pembisik itu. Kita semua sayang dan hormat dengan Bapak dan kita semua sangat https://t.co/PqwHZ3C9WM,haduh pak bapak presiden prabowo ngga ada orang ngatain bapak bajingan tolol kita semua rakyat waras ngga pernah ngata ngatain bapak bajingan tolol itu jokowi waduh waduh salah salah ngawur pembisik itu kita semua sayang dan hormat dengan bapak dan kita semua sangat,neutral,0.8222925662994385
607,Kita lihat saja... Kalau Bahlil dipecat.. artinya @Prabowo tidak buat kebijakan soal LPG 3 kg... Sebaliknya kalau Bahlil aman berarti emang itu intruksi presiden.. Sesederhana itu pembuktiannya https://t.co/FnrMjkowb0,kita lihat saja kalau bahlil dipecat artinya prabowo tidak buat kebijakan soal lpg kg sebaliknya kalau bahlil aman berarti emang itu intruksi presiden sesederhana itu pembuktiannya,negative,0.980440080165863
608,JONGOS OLIGARKI LAGI KEBINGUNGAN... RAKYAT INDONESIA SEPENUHNYA BERADA DIBELAKANG PRESIDEN PRABOWO... RAKYAT SIAGA SATU ADA UPAYA KUDETA PRESIDEN PRABOWO....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/l4T2tj7iPK,jongos oligarki lagi kebingungan rakyat indonesia sepenuhnya berada dibelakang presiden prabowo rakyat siaga satu ada upaya kudeta presiden prabowo adilijokowihargamati adilijokowihargamati,neutral,0.815401554107666
609,AROMA KUDETA JOKOWI SUDAH MULAI TERCIUM OLEH PRESIDEN PRABOWO... ANASIR JAHAT TERSEBUT MEMILIKI KEKUATAN BESAR KARENA MAMPU MENGENDALIKAN APARAT KEAMANAN... RAKYAT BERDIRI DI BELAKANG PRESIDEN RABIWO....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/1slei1gJl5,aroma kudeta jokowi sudah mulai tercium oleh presiden prabowo anasir jahat tersebut memiliki kekuatan besar karena mampu mengendalikan aparat keamanan rakyat berdiri di belakang presiden rabiwo adilijokowihargamati adilijokowihargamati,neutral,0.986258864402771
610,RAKYAT INDONESIA SEPENUHNYA BERDIRI DIBELAKANG PRESIDEN PRABOWO... ADA ANASIR JAHAT YANG INGIN MENGGAGALKAN PROGRAM PRO RAKYAT PRABOWO KARENA MENGGANGGU KENYAMANAN MEREKA BERSAMA OLIGARKI....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/1fKPQJmrjp,rakyat indonesia sepenuhnya berdiri dibelakang presiden prabowo ada anasir jahat yang ingin menggagalkan program pro rakyat prabowo karena mengganggu kenyamanan mereka bersama oligarki adilijokowihargamati adilijokowihargamati,neutral,0.7096230983734131
611,PRABOWO LINDUNGI RAKYATMU YANG TERTINDAS... MOMEN CARLIE CHANDRA SEMBAH SUJUD MEMOHON KEPADA PRESIDEN PRABOWO UNTUK MENGHENTIKAN SEMUA KEZALIMAN INI DAN MELINDUNGI RAKYAT BANTEN....‼️ #AdiliJokowiHargaMati #AdiliJokowiHargaMati 🆘🆗 https://t.co/bkGk7s16Am,prabowo lindungi rakyatmu yang tertindas momen carlie chandra sembah sujud memohon kepada presiden prabowo untuk menghentikan semua kezaliman ini dan melindungi rakyat banten adilijokowihargamati adilijokowihargamati,negative,0.8450274467468262
612,Presiden @prabowo Sekali lagi saya tanyakan Bapak tidak marah malu terhina Bapak istri anak Dicacimaki begini kejam oleh anak Beler? Bapak mau diam saja? Tidak ada tindakan apa-apa? Terus kalau Bapak diam saja dihina dicacimaki bocah sontoloyo narkoboy kami Rakyat https://t.co/429HYEVu8t,presiden prabowo sekali lagi saya tanyakan bapak tidak marah malu terhina bapak istri anak dicacimaki begini kejam oleh anak beler bapak mau diam saja tidak ada tindakan apa apa terus kalau bapak diam saja dihina dicacimaki bocah sontoloyo narkoboy kami rakyat,positive,0.47954583168029785
613,. . KARMA PASTI MENEMUKAN JALANNYA ... Postingan Bullyan Jokowi ini Akan kembali padanya Kalau gitu IKN Mangkrak dong Bro ??!!! JANGGAANNN !!! IKN itu ada Perintah Undang-Undangnya .. Kalau Presiden Prabowo membuat IKN mangkrak Presiden Prabowo bisa melakuakn perbuatan https://t.co/LUIWBTlVQs,karma pasti menemukan jalannya postingan bullyan jokowi ini akan kembali padanya kalau gitu ikn mangkrak dong bro janggaannn ikn itu ada perintah undang undangnya kalau presiden prabowo membuat ikn mangkrak presiden prabowo bisa melakuakn perbuatan,negative,0.8067472577095032
614,SATU KABINET DUA PRESIDEN Mau dibantah Seperti apapun Rakyat melihatnya seperti ini.. &amp; lagi2 @prabowo sprti tak bernyali utk Menyudahi ini semua..!! https://t.co/jm24jKEBdi,satu kabinet dua presiden mau dibantah seperti apapun rakyat melihatnya seperti ini lagi prabowo sprti tak bernyali untuk menyudahi ini semua,neutral,0.9808992147445679
615,Terkait anggaran yg diblokir oleh Kemenkeu ini penjelasan detail istana disampaikan bang Hasan. Yth.@prabowo sepertinya menteri PU gak siap jd menteri pak ms pernyataan seorang menteri @KemenPU tdk sejalan dg presiden? jadi bagian dr kabinet jg hrs mampu jaga kondisi politik https://t.co/0lY7MCzEmn,terkait anggaran yang diblokir oleh kemenkeu ini penjelasan detail istana disampaikan bang hasan yth prabowo sepertinya menteri pu tidak siap jd menteri pak ms pernyataan seorang menteri kemenpu tidak sejalan dg presiden jadi bagian dr kabinet jg hrs mampu jaga kondisi politik,positive,0.49938350915908813
616,Seorang warga bernama Charlie Chandra meminta pertolongan kepada Presiden Prabowo Subianto . Ia bersujud dalam konferensi pers di Auditorium KH Ahmad Dahlan Gedung Dakwah Muhammadiyah Menteng Jakarta Pusat Jumat (7/2/2025) karena kasus yang menjeratnya dilanjutkan. Charlie https://t.co/a7vUpdt0zs,seorang warga bernama charlie chandra meminta pertolongan kepada presiden prabowo subianto ia bersujud dalam konferensi pers di auditorium kh ahmad dahlan gedung dakwah muhammadiyah menteng jakarta pusat jumat karena kasus yang menjeratnya dilanjutkan charlie,negative,0.9579795002937317
617,Presiden @prabowo seperti orang yang sedang memanggul sampah di punggungnya. . . Maka bisa dipahami selain di Jogja Solo Jakarta Surabaya Medan grafiti untuk mengadili sosok ini marak di berbagai kota lainnya namun itu baru sebagai kata pengantar . Bisa lebih dari https://t.co/mwWOKJkSgg,presiden prabowo seperti orang yang sedang memanggul sampah di punggungnya maka bisa dipahami selain di jogja solo jakarta surabaya medan grafiti untuk mengadili sosok ini marak di berbagai kota lainnya namun itu baru sebagai kata pengantar bisa lebih dari,neutral,0.9918439984321594
618,sudah 111 hari semenjak prabowo jadi presiden tapi belum ada 1 joget pun yang dilakukan. Sedih banget ga dikit loh yang milih dia karna fun/jogetnya ,sudah hari semenjak prabowo jadi presiden tapi belum ada joget pun yang dilakukan sedih banget tidak dikit loh yang milih dia karna fun jogetnya,neutral,0.844822108745575
619,Saatnya Presiden Prabowo Sikat Menteri-menteri Keblinger https://t.co/DFp7CXDrKP,saatnya presiden prabowo sikat menteri menteri keblinger,neutral,0.9874476790428162
620,Yth Presiden @prabowo Bapak itu dipermalukan dan direndahkan setiap hari oleh Makhluk tidak tahu diri namanya JOKOWI Mulai dari bawahan Bapak yang jelas-jelas lebih loyal ke makhluk ini daripada ke Bapak sendiri Anaknya yang mencacimaki Bapak biji satu jendral pecatan anak https://t.co/naK2A2Ivex,yth presiden prabowo bapak itu dipermalukan dan direndahkan setiap hari oleh makhluk tidak tahu diri namanya jokowi mulai dari bawahan bapak yang jelas jelas lebih loyal ke makhluk ini daripada ke bapak sendiri anaknya yang mencacimaki bapak biji satu jendral pecatan anak,neutral,0.8233652114868164
621,. . NAH LOH !!! Muncul lagi masalah baru di Proyek KEK hasil Penetapan dari Jokowi Proyek KEK Lido DISEGEL oleh Kementrian Lingkungan Hidupnya Presiden @prabowo Sama sperti PSN .. KEK juga yang MENETAPKAN itu PRESIDEN melalui PP .. Dalam hal ini Jokowi yang menerbitkan PP nya https://t.co/XxW9B9gSAk,nah loh muncul lagi masalah baru di proyek kek hasil penetapan dari jokowi proyek kek lido disegel oleh kementrian lingkungan hidupnya presiden prabowo sama sperti psn kek juga yang menetapkan itu presiden melalui pp dalam hal ini jokowi yang menerbitkan pp nya,positive,0.4839942753314972
