,full_text,label,text_processed,label_num
1314,@wortelgadungan @ARSIPAJA Survei Cigmark: 78% dari 1.200 responden (usia 17+ atau menikah) puas dengan kinerja semester satu Prabowo-Gibran. Responden dipilih acak via telepon dari database survei 2020-2025 margin error ±2.9%. Hasil menunjukkan 68.6% cukup puas 9.3% sangat puas. Namun metode ini,negative,survei cigmark responden usia meni puas kerja semester prabowo gibran responden pilih acak via telepon database survei margin error hasil puas puas metode,2
1315,@ARSIPAJA @grok grok apakah betul banyak masyarakat sudah puas dengan kinerja semester satu prabowo - gibran? karena berdasarkan survei katanya 78% masyarakat merasa puas masyarakat manakah yang dimaksudkan?,negative,grok masyarakat puas kerja semester prabowo gibran dasar survei masyarakat puas masyarakat mana,2
1316,@AdenMokhamad @setengahkuadrat @ARSIPAJA Survei Cigmark menunjukkan 78% puas dengan kinerja Prabowo-Gibran sesuai polling lain seperti KedaiKopi (72.5%). Metode sampling acak dan wawancara telepon digunakan tapi detail bayaran responden tak disebut praktik biasa dalam survei. Tak ada bukti responden dibayar untuk,negative,survei cigmark puas kerja prabowo gibran sesuai polling sepe i kedaikopi metode sampling acak wawancara telepon detail bayar responden praktik survei bukti responden bayar,2
1317,@Piyusaja2 @prabowo @gibran_tweet Kritik kinerja presiden boleh..tp jangan kritik masalah pribadi gak punya etika itu namanya.,neutral,kritik kerja presiden tp kritik pribadi gak etika nama,0
1318,@Piyusaja2 @prabowo @gibran_tweet Kritik kinerja harus wajib tapi kalau ini sudah diluar batas pejabat publik kritiklah dengan keras bagaimana kinerjanya bukan kehidupan pribadinya.,neutral,kritik kerja wajib luar batas jabat publik kritik keras kerja hidup pribadi,0
1319,@ShenoWirang @prabowo Yg bener sj. Kok bs puas dgn kinerja dan kualitas gibran yg minim pengetahuan dan minus pekerjaan. Apalagi pengalaman bagai pisang yg dikarbit.,neutral,yg bener sj bs puas dgn kerja kualitas gibran yg minim tahu minus kerja alam pisang yg dikarbit,0
1320,@VDSyst3msX @grok apakah betul 68 6% publik puas dengan kinerja pemerintahan prabowo-gibran ?,neutral,publik puas kerja perintah prabowo gibran,0
1321,Ijin Pak @prabowo melaporkan kinerja menteri bapak yang akhirnya pemerintah dicap ingkar janji.. Mohon dievaluasi menteri yang tidak bisa realisasikan janji-janji pemerintah.. https://t.co/ERpypRr3UZ,positive,ijin lapor kerja menteri perintah cap ingkar janji mohon evaluasi menteri realisasi janji janji perintah,1
1322,@syahirularif Kondisi gini koq muncul lagi hasil surupay katanya 70% rakyat entah rakyat yg mana puas dengan kinerja pemerintah baru. Saya lebih percaya apa yg dikatakan pak Prabowo ttg survey2: https://t.co/HXz8jsxjHa,positive,kondisi gin koq muncul hasil surupay rakyat rakyat yg puas kerja perintah percaya yg prabowo ttg survey,1
1323,78 % masyarakat merasa puas kinerja Prabowo Gibran pd semester pertama.68 6% cukup puas.9 3% sangat puas. 11% tidak puas. 5 8% tidak puas sama sekali. Masalah ekonomi harus jadi perhatian khusus pemerintah agar lebih di tingkatkan. Prabowo - Gibran. https://t.co/GFXW2rCHnq,negative,masyarakat puas kerja prabowo gibran pd semester pe ama puas puas puas puas ekonomi perhati khusus perintah tingkat prabowo gibran,2
1324,@VDSyst3msX Ya gua amat puas atas kinerja prabowo dan si gibran pokok ny puas puas puas puas puas,neutral,ya gua puas kerja prabowo si gibran pokok ny puas puas puas puas puas,0
1325,@UNurtjahjono @erickthohir Survey kepuasan thd kinerja Prabowo Gibran 76% Cerah harusnya ya,negative,survey puas thd kerja prabowo gibran cerah ya,2
1326,@txtdrimedia Kalian pegiat Di medsos X ini seringkali ONANI di circle kalian sendiri Tapi gak melihat &amp; gak bisa menerima realita bahwa Mayoritas Rakyat puas dengan Kinerja Pemerintah Prabowo-Gibran Semua lembaga survei menyatakan masyarakat Puas dg pemerintahan Prabowo,negative,giat medsos x seringkali onani circle gak amp gak terima realita mayoritas rakyat puas kerja perintah prabowo gibran lembaga survei masyarakat puas dg perintah prabowo,2
1327,Halo @grok apakah publik senang dengan kinerja Prabowo? Jawab jujur ya soalnya saya tidak senang dengan kinerja beliau,neutral,halo publik senang kerja prabowo jujur ya senang kerja beliau,0
1328,@Ndrewstjan Kinerja @prabowo tergolong elok di upaya penindakan korupsi Catatan merah di publik speaking menteri-menterinya.,negative,kerja golong elok upaya tindak korupsi catat merah publik speaking menteri menteri,2
1329,@itadakimeovv @txtdrimedia Survei CigMark soal kinerja Prabowo-Gibran (78% puas) mungkin kredibel tapi ada keraguan soal bias politik. Metodologi kurang jelas dan konteks politik Indonesia bikin publik curiga. Wajar kalau kamu merasa dibodohi banyak survei di sini dipertanyakan netralitasnya.,negative,survei cigmark kerja prabowo gibran puas kredibel ragu bias politik metodologi konteks politik indonesia bikin publik curiga wajar bodoh survei dipe anyak netralitas,2
1330,@txtdrimedia Ayo kita buktiin bikin survei tandingan apa anda puas dg kinerja pemerintahan Prabowo - Gibran,negative,ayo buktiin bikin survei tanding puas dg kerja perintah prabowo gibran,2
1331,@Ndrewstjan Habis ngobrol2 sama temen gw yg di perumahan semua bilang kinerja Prabowo Ok overall meski ada bbrp yg perlu dikritisi dan diperbaiki kayak penyampaian kebijakan2 ke masyarakat yg harusnya bisa lebih baik ,negative,habis ngobrol temen gw yg rumah bilang kerja prabowo ok overall bbrp yg kritisi baik kayak sampai bijak masyarakat yg,2
1332,@wxhzyyy @txtdrimedia Survei berasal dari CIGMARK Research and Consulting organisasi terpercaya di Indonesia. Hasilnya 78% responden puas dengan kinerja semester pertama pemerintahan Prabowo-Gibran sesuai dengan survei lain seperti KedaiKopi (72 5%) dan Litbang Kompas (80 9%). Namun survei Trust,negative,survei asal cigmark research and consulting organisasi percaya indonesia hasil responden puas kerja semester pe ama perintah prabowo gibran sesuai survei sepe i kedaikopi litbang kompas survei trust,2
1333,@Ryaaa0122 @Been57560026 @txtdrimedia @Been57560026 @grok @txtdrimedia Survey Cigmark: 78% puas sama kinerja semester 1 Prabowo-Gibran. Keamanan nasional &amp; hubungan internasional oke tapi ekonomi (52% bilang buruk) hukum korupsi harga sembako sama isu tenaga kerja banyak dikritik. Lucu ya kayak bocah baru kenal https://t.co/rwKfMDViEK,negative,survey cigmark puas kerja semester prabowo gibran aman nasional amp hubung internasional oke ekonomi bilang buruk hukum korupsi harga sembako isu tenaga kerja kritik lucu ya kayak bocah kenal,2
1334,@jimjimbolll @txtdrimedia Ya benar. Survei CigMark menunjukkan 78% publik puas dengan kinerja pemerintahan Prabowo-Gibran di semester pertama didukung laporan dari Liputan6 JPNN dan tvOneNews. Survei lain seperti KedaiKopi (72 5%) juga konsisten meski ada kritik soal korupsi dan tenaga kerja.,negative,ya survei cigmark publik puas kerja perintah prabowo gibran semester pe ama dukung lapor liput jpnn tvonenews survei sepe i kedaikopi konsisten kritik korupsi tenaga kerja,2
1335,@KristineNaval1 @txtdrimedia Mayoritas pengguna X tampak puas dengan kinerja Prabowo Subianto sebagai presiden dengan tingkat approval 80-90% berdasarkan diskusi terbaru. Program sosial seperti makan gratis dan stabilitas ekonomi mendapat pujian meski ada kritik soal pemotongan anggaran ekspansi militer ,neutral,mayoritas guna x puas kerja prabowo subianto presiden tingkat approval dasar diskusi baru program sosial sepe i makan gratis stabilitas ekonomi puji kritik potong anggar ekspansi militer,0
1336,@Robbi_07 @zlebor02 @BANGSAygSUJUD @prabowo @BilqisMutiah @99propaganda @AlmaghribiS @gtobing2903 @R_min80 @yusufagro @are_inismyname @florieliciouss @Ndons_Back @IrawanRommi hahahaha ini mah bukan naik turun tapi anjlok ke jurang. emang kinerja buzzer sering gitu. diambil kurva yang 3 days doang bukan yang 6M. coba tunjukin yg 6M paling menyerusuk kebawah,negative,hahahaha mah turun anjlok jurang emang kerja buzzer gitu ambil kurva days doang m coba tunjukin yg m rusuk bawah,2
1337,@tissue_______ @naturalman27 @txtdrimedia @Grog Kepuasan masyarakat terhadap pemerintah Prabowo-Gibran kemungkinan besar karena program Makan Bergizi Gratis (MBG) yang bantu gizi anak dan respons cepat bencana. Ada indikasi korelasi terbalik antara kecerdasan menilai kinerja pemerintah dan kepuasan: kelompok lebih terinformasi,neutral,puas masyarakat perintah prabowo gibran program makan gizi gratis mbg bantu gizi anak respons cepat bencana indikasi korelasi balik cerdas nilai kerja perintah puas kelompok informasi,0
1338,gedean diskon pesawat dr kinerja prabowo,negative,gede diskon pesawat dr kerja prabowo,2
1339,@hamizan_miftah @txtdrimedia Survei menunjukkan publik umumnya puas dengan kinerja pemerintahan Prabowo-Gibran dengan tingkat kepuasan 72 5%-87 5% dalam 100 hari pertama dan 78% di semester I. Namun ada kekhawatiran soal ekonomi; 55% ekonom di LPEM UI bilang kondisi memburuk dan &gt;52% publik nilai ekonomi,negative,survei publik puas kerja perintah prabowo gibran tingkat puas pe ama semester i khawatir ekonomi ekonom lpem ui bilang kondisi buruk gt publik nilai ekonomi,2
1340,@naturalman27 @txtdrimedia Berdasarkan survei awal 2025 (KedaiKopi Litbang Kompas) publik Indonesia mayoritas puas dengan kinerja Prabowo-Gibran dengan tingkat kepuasan sekitar 80%. Program MBG dan respons bencana jadi alasan utama. Namun protes mahasiswa Dark Indonesia Feb-Maret 2025 tunjukkan,negative,dasar survei kedaikopi litbang kompas publik indonesia mayoritas puas kerja prabowo gibran tingkat puas program mbg respons bencana alas utama protes mahasiswa dark indonesia feb maret tunjuk,2
1341,@DrEvaChaniago @Gojekmilitan @prabowo Ironis memang saat ini blm terbaca jelas sikap patriot sejati yg katanya paling ikhlas u bumi Pertiwi tersandera jasa wi terpasung kepentingan Mul terjerembab di kinerja yg lindungi gaki lupa tega jerit tangis rkyat ndiri bahkan dimakan kudeta wi pun blm sadar diri entahlah,neutral,ironis blm baca sikap patriot sejati yg ikhlas u bumi pe iwi sandera jasa wi pasung penting mul terjerembab kerja yg lindung gaki lupa tega jerit tangis rkyat ndiri makan kudeta wi blm sadar,0
1342,Ini pertanda Indonesia baik-baik saja dan rakyat hidup sejahtera . Sesuai dng hasil survei rakyat sangat puas dengan kinerja PRABOWO-GIBRAN. https://t.co/6Hb7SE4w25,negative,pe indonesia rakyat hidup sejahtera sesuai dng hasil survei rakyat puas kerja prabowo gibran,2
1343,Hai #SahabatBahari tahukah kamu kondisi ekonomi kita di periode awal 2025 ini? Nah berdasarkan Buku Ekonomi Kita Edisi Maret 2025 yang diluncurkan oleh Presiden Prabowo Subianto @prabowo bahwa kinerja ekonomi 2024 dan awal 2025 tercatat stabil merata dan resilien. https://t.co/J1XkyALv7G,positive,hai tahu kondisi ekonomi periode dasar buku ekonomi edisi maret luncur presiden prabowo subianto kerja ekonomi catat stabil rata resilien,1
1344,Nah berdasarkan Buku Ekonomi Kita Edisi Maret 2025 yang diluncurkan oleh Presiden Prabowo Subianto @prabowo bahwa kinerja ekonomi 2024 dan awal 2025 tercatat stabil merata dan resilien. Ini nih beberapa pencapaian Indonesia di awal 2025 check this out! https://t.co/fnqYi0ubZn,positive,dasar buku ekonomi edisi maret luncur presiden prabowo subianto kerja ekonomi catat stabil rata resilien nih capai indonesia check this out,1
1345,Nah berdasarkan Buku Ekonomi Kita Edisi Maret 2025 yang diluncurkan oleh Presiden Prabowo Subianto @prabowo bahwa kinerja ekonomi 2024 dan awal 2025 tercatat stabil merata dan resilien. Ini nih beberapa pencapaian Indonesia di awal 2025 check this out! https://t.co/nFiyiqD9Vg,positive,dasar buku ekonomi edisi maret luncur presiden prabowo subianto kerja ekonomi catat stabil rata resilien nih capai indonesia check this out,1
1346,@Alkanz4140891 @riekediahp @prabowo Semakin kesini harus semakin sering mengelus dada untuk istighfar melihat kinerja dan kebijakan pemerintah Astaghfirullah kalo melihat hari ini kayaknya bakalan gelap kedepannya. #SAVECASN2024 #TOLAKKEBIJAKANTMTSERENTAK #TOLAKTMTSERENTAK,positive,kesini elus dada istighfar kerja bijak perintah astaghfirullah kalo kayak gelap depan,1
1347,Belum tampak kinerja katanya ? itu penilaian bagi kelompok yg berseberangan dgn pemerintah salah satunya ente. Itu hak kalian menilai. Tapi bagi ane sbg pendukung dah ada kemajuan pemerintah @prabowo dalam menerapkan kebijakan yg pro rakyat.,negative,kerja nilai kelompok yg berangan dgn perintah salah satu ente hak nilai ane sbg dukung dah maju perintah terap bijak yg pro rakyat,2
1348,@DoankWarto Ini kinerja kim + @Gerindra @prabowo,negative,kerja kim,2
1349,Tapi karena sudah terpilih jadi Presiden maka saya akan mendukung Prabowo Pilpres 2029? Saya akan melihat kinerja Prabowo 5 tahun kedepan. Jika bagus saya akan kasih mandat sebagai rakyat kepada Prabowo untuk melanjutkan kepemimpinan.,negative,pilih presiden dukung prabowo pilpres kerja prabowo depan bagus kasih mandat rakyat prabowo lanjut pimpin,2
1350,Apresiasi kinerja Kementrans Menko AHY: Membawa perubahan positif sesuai Asta Cita Presiden Prabowo https://t.co/vaJuDd1Jk7,neutral,apresiasi kerja trans menko ahy bawa ubah positif sesuai asta cita presiden prabowo,0
1351,@mutajir_mohamat @Jateng_Twit @pakmul63 @FPKSDPRRI Keluhan #Rakyatindonesia mengenai kinerja #polisiindonesia sudah sejak lama. Heran nya kenapa kenapa @DPR_RI dan presiden @prabowo @bang_dasco seolah tutup mata ya .. ?,neutral,keluh kerja heran nya presiden tutup mata ya,0
1352,Pemerintah sita 1 2 ton narkoba di 100 hari kinerja prabowo https://t.co/HwjpHaofWL,negative,perintah sita ton narkoba kerja prabowo,2
1353,Pemerintah Sita 1 2 Ton Narkoba di 100 Hari Kinerja Prabowo Bukti Implementasi Asta Cita #KerjaNyata100Hari #PrabowoGibran https://t.co/qO2NWEXjqo,positive,perintah sita ton narkoba kerja prabowo bukti implementasi asta cita,1
1354,@shitlicious Saya curiga pak Prabowo kalau sudah disanjung jadi berkurang kewaspadaannya dan ibaratnya itu jd rahasia umum org2. Makanya org2 itu memilih utk selalu menyanjungnya walau kinerja mreka ga bagus supaya mereka selamat dr amukan Pak Prabowo,positive,curiga prabowo sanjung kurang waspada jd rahasia org org pilih utk sanjung kerja mreka ga bagus selamat dr amuk prabowo,1
1355,@Nicho_Silalahi @prabowo Karena kinerja aparat nya buruk,neutral,kerja aparat nya buruk,0
1356,@tempodotco @prabowo Saran sebaiknya unt MANAGEMENT BUMN BUMD Ditangani olh para pakar dr BUMN DAN BUMD itu sendiri nmn di tingkat Komisaris wajib dr lini yg terkait dgn kekhususan skop kinerjanya. Agar tidak terjadi sbgmn di PERTAMINA. Auditor wajib Aktif memantau arus dana dan kinerja.,neutral,saran unt management bumn bumd tangan olh pakar dr bumn bumd nmn tingkat komisaris wajib dr lini yg kait dgn khusus skop kerja sbgmn pe amina auditor wajib aktif pantau arus dana kerja,0
1357,@tempodotco Jangan lupa Presiden @prabowo unt diberikan pengetahuan otorisasi lini kinerja &amp; kewenangan tanda tangan dlm mata uang maupun kuantitas. Satu lg koordinasi dlm pengerjaan proyek penanaman bawah tanah terkait PAM TELKOM PLN agar tdk bongkar Jalan umum yg mengundang kemacetan,positive,lupa presiden unt tahu otorisasi lini kerja amp wenang tanda tangan dlm mata uang kuantitas lg koordinasi dlm kerja proyek tanam tanah kait pam telkom pln tdk bongkar jalan yg undang macet,1
1358,@DokterTifa Sy yakin prabowo ingin tunjukan pd publik betapa jeleknya kinerja jkw dgn membongkar praktek2 korupsi yg terjadi saat dia menjsbat,negative,sy prabowo tunjuk pd publik betapa jelek kerja jkw dgn bongkar praktek korupsi yg menjsbat,2
1359,@RagilSemar Berkaca pada kinerja presiden ke 8 @prabowo selama kurleb 120 hari kerja terutama pd Penegakn Hukum masyarakat (paling tidak gw) pesimis akan tercapai pemerintahan yg baik dan bersih DPR @DPR_RI jadi jubir Pertamina Berita fiil/perangai polisi Korupsi yg membabi-buta dll. dll,negative,kaca kerja presiden kurleb kerja pd penegakn hukum masyarakat gw pesimis capai perintah yg bersih dpr jubir pe amina berita fiil perangai polisi korupsi yg babi buta dll dll,2
1360,@pakmul63 Pak @prabowo sebaiknya hindari&amp;larang menteri rangkap jabatan agar fokus dgn kinerjanya sebagai menteri jika mau rangkap jabatan sebaiknya tak jdi menteri&amp;pejabat publik Masyarakat butuh kinerja menteri berkualitas sangat tinggi&amp; #profesional Bgm #PencegahanKorupsi di BUMN? @FT,negative,hindar amp larang menteri rangkap jabat fokus dgn kerja menteri rangkap jabat jdi menteri amp jabat publik masyarakat butuh kerja menteri kualitas amp bgm bumn,2
1361,@tempodotco Pak Presiden @prabowo anda diketawain sama para pembantu anda yg hartanya berlimpah hasil dari korupsi coba tanya satu2v khususnya pembantu anda warisan dari @jokowi kalo anda berani baru anda tdk raja omon omon yg dinilai anies dg kinerja 11 dari 100,positive,presiden diketawain bantu yg ha anya limpah hasil korupsi coba v bantu waris kalo berani tdk raja omon omon yg nilai anies dg kerja,1
1362,@yaniarsim @prabowo SEMUA NYA SAMA KABINET HOAK MULUT BESAR KINERJA 0 BESAR,negative,nya kabinet hoak mulut kerja,2
1363,@BadiC_Logic Layak diapresiasi kinerja Menteri PKP ini.. Gak salah Prabowo mempercayainya ,neutral,layak apresiasi kerja menteri pkp gak salah prabowo percaya,0
1364,@yaniarsim @prabowo tampang seram mulut kasar kinerja gak jelas tapi bisa2nya ditakuti sungguh menganehkan.,negative,tampang seram mulut kasar kerja gak nya takut sungguh aneh,2
1365,Kok bisa seorang presiden ngetawain opini rakyatnya lu harusnya mikir evealuasi kinerja lu dan kabinet lu itu. Ga ada yg lebih kontol dari lu prabowo semoga lu cepet kena azab,positive,presiden ngetawain opini rakyat lu mikir evealuasi kerja lu kabinet lu ga yg kontol lu prabowo moga lu cepet kena azab,1
1366,Prabowo Tak Akan Nyapres 2029 Jika 4 Tahun Kinerja Buruk Analis: Omon-Omon atau Strategi Pencitraan? https://t.co/0iHVUvaM97,negative,prabowo nyapres kerja buruk analis omon omon strategi citra,2
1367,@prabowo @Uki23 @SuariseID @pemuda_autisme @Difalink @kerjabilitas ini screenshot chat antar sesama temen difabel. kita butuh KND yang bener-bener bekerja bukan sekadar ada. jadi selain menolak pemotongan anggaran kita juga harus menuntut transparansi &amp; evaluasi kinerja mereka *OPD itu Organisasi Penyandang Disabilitas https://t.co/xlIcVDITTT,neutral,screenshot chat temen difabel butuh knd bener bener tolak potong anggar tuntut transparansi amp evaluasi kerja opd organisasi sandang disabilitas,0
1368,@akbarfaizal68 @erickthohir Makin hari satu persatu kinerja para menteri dikabinet @prabowo melakukan blunder tdk etis dg kinerja buruk kayak gini sudah Ramai ramai mengusulkan 2 periode,neutral,satu kerja menteri kabinet blunder tdk etis dg kerja buruk kayak gin ramai ramai usul periode,0
1369,79 3 Persen Masyarakat Puas Dengan Kinerja Presiden Prabowo https://t.co/4YsQzF8s7f,negative,persen masyarakat puas kerja presiden prabowo,2
1370,@tanyarlfes percaya ga percaya narasi di aplikasi musik sebelah bikangnya ini semua hasil kinerja pemerintahan prabowo koruptor pada ditangkepin,neutral,percaya ga percaya narasi aplikasi musik belah bikang hasil kerja perintah prabowo koruptor ditangkepin,0
1371,79 3%masyarakat puas dengan kinerja presiden Prabowo https://t.co/dUADYJyl6C,negative,masyarakat puas kerja presiden prabowo,2
1372,@wietj4k @jokoanwar @jokowi Jadi dulu lu pemilih prabowo ya? Liat tuh kinerja pilihan lu 100 hari pertama kaya apa. GOBLOK lu,positive,lu pilih prabowo ya liat tuh kerja pilih lu pe ama kaya goblok lu,1
1373,Melihat kinerja yg amburadul gw lebih percaya Prabowo yg dulu 2030 Indonesia bubar sesuai keinginan wowo ,neutral,kerja yg amburadul gw percaya prabowo yg indonesia bubar sesuai wowo,0
1374,kedekatan dengan masyarakat hingga kesigapan dalam menyelesaikan berbagai persoalan. Responden kami tanyakan seputar kinerja menteri kedekatan dengan masyarakat sering turun kelapangan serta yang sangat terlihat mendukung visi Presiden Prabowo-Gibran ,negative,dekat masyarakat sigap selesai responden putar kerja menteri dekat masyarakat turun lapang a dukung visi presiden prabowo gibran,2
1375,Bila ingin rakyat senang maka mudahkan seluruh urusan petani mulai dari pupuk (hg dan ketersediaannya) jaminan hg gabah kering sawah ketercukupan air pertanian (pembangunan waduk) hg obat-2an pertanian terjamin aktifkan kinerja PPL Pertanian dll @prabowo,negative,rakyat senang mudah urus tani pupuk hg sedia jamin hg gabah kering sawah cukup air pe ani bangun waduk hg obat an pe ani jamin aktif kerja ppl pe ani dll,2
1376,100 hari kinerja pemerintahan Presiden Prabowo https://t.co/t6fS0uKn0S,negative,kerja perintah presiden prabowo,2
1377,100 hari kinerja pemerintahan presiden prabowo https://t.co/NuWMMZsLKp,neutral,kerja perintah presiden prabowo,0
1378,@hansssolo Ini salah 1 Mentri hasil retret kinerja nya sprti itu apakah @prabowo akan sgra meresuffle Mentri tsb kt liat aja dagelan kedepannya,positive,salah tri hasil retret kerja nya sp i sgra meresuffle tri tsb kt liat aja dagel depan,1
1379,@Adiprayitno_20 seusai reatret mirisnya kinerja pembantu/menterinya @prabowo malah suka bikin gaduh nan hebohlalu apakah retreat yg militeris itu bisa menjamin org jd berubah punya adab &amp; empati melayani rakyatnya?,neutral,reatret miris kerja bantu menteri suka bikin gaduh nan hebohlalu retreat yg militer jamin org jd ubah adab amp empati layan rakyat,0
1380,@Adiprayitno_20 Laaahhh memang LULUS menjamin kinerja baik? menjamin tidak akan korupsi ?? Ini menteri mindsetmya masih rezim lama ..bukan misi Presiden Prabowo,neutral,laaahhh lulus jamin kerja jamin korupsi menteri mindsetmya rezim misi presiden prabowo,0
1381,@prabowo Rakyat tdk butuh byk janji politik. Rakyat sdh muak hya dgar janji² manis. Yg di butuhkn olh rakyat adlh hasil nyata kinerja anda dlm mewujudkn kesejahteraan dn lapangan pekerjaan yg mudah di peroleh tanpa proses yg sulit dn njlimet. Jgn hya skdar obral OMON OMON yg tdk brmutu.,positive,rakyat tdk butuh byk janji politik rakyat sdh muak hya dgar janji manis yg butuhkn olh rakyat adlh hasil nyata kerja dlm mewujudkn sejahtera dn lapang kerja yg mudah oleh proses yg sulit dn njlimet jgn hya skdar obral omon omon yg tdk brmutu,1
1382,@detikcom @prabowo ...ukuran kinerja cuman 1 apabila bisa mengembalikan UU KPK spt sebelumnya...klo tdk apa yg Anda katakan HANYA OMON2...,neutral,ukur kerja cuman kembali uu kpk spt klo tdk yg omon,0
1383,@prabowo Rakyat menunggu capaian kinerja dalam melaksanakan amanat konstitusi #UUD1945 Pasal 33 Ayat 3 #Danantara,neutral,rakyat tunggu capai kerja laksana amanat konstitusi pasal ayat,0
1384,@pikiran_rakyat Kinerja menteri seperti ini apa masih tidak dipecat bapak @prabowo @Gerindra ???,neutral,kerja menteri sepe i pecat,0
1385,@prabowo Mohon maaf apakah ini salah satu upaya pengarahan opini publik? Agar publik hanya menerima berita² baik seputar kinerja rezim? Entah kenapa makin kesini rakyat +62 lapisan menengah ke bawah tampak sekali menjadi samsak. Rakyat kalangan atas tak tampak terusik samsek.,neutral,mohon maaf salah upaya arah opini publik publik terima berita putar kerja rezim kesini rakyat lapis tengah samsak rakyat kalang usik samsek,0
1386,@CNNIndonesia sori bro @prabowo .. itu bukan prestasi!! itu hanya ibarat bapak yg lagi nganggur terus menghemat pengeluaran RT.. sepertinya masih ketinggian pak Anies kasih nilai kinerja situ 11 dari 100..,neutral,sori bro prestasi yg nganggur hemat keluar sepe inya tinggi anies kasih nilai kerja situ,0
1387,Propam Polri sebagai garda terdepan dan benteng terakhir mencari keadilan siap mengawal kinerja Polri demi mewujudkan Polri yang Presisi @Gerindra @prabowo @ListyoSigitP @gibran_tweet @DivHumas_Polri @Divpropam @HumasPoldaJatim #Jateng #polri https://t.co/YS1INNYCJf,neutral,propam polri garda depan benteng cari adil awal kerja polri wujud polri presisi,0
1388,@kfin_klin @DokterTifa Indonesia Gelap kritik mhsw terhadap kinerja rezim Prabowo. Syg sikap pemerintah ngambang. Eh malah fokus pd kegiatan retreat dan rencana pengelolaan dana hsl efisiensi Danantara.? . Rakyat mgkn bingong. Jd ingat PS soal indon bubar 2030. Daerah siapkan diri songsong 2030.?.,positive,indonesia gelap kritik mhsw kerja rezim prabowo syg sikap perintah ngambang eh fokus pd giat retreat rencana kelola dana hsl efisiensi danantara rakyat mgkn bingong jd ps indon bubar daerah siap songsong,1
1389,PAK DARI PADA KETEMU PIMRED MENDING KETEMU IBU MENTERI KEUANGAN COBA DITANYAIN CORETAX GMN NASIBNYA JUJUR AJA SIH SBG KONSULTAN PAJAK AKTIF DI INDONESIA SAYA TIDAK PUAS DENGAN KINERJA BAPAK PRABOWO DALAM 100 HARI DITUNGGU KEJELASAN MENGENAI CORETAXNYA PAK TERIMA KASIH,negative,ketemu pimred mending ketemu menteri uang coba ditanyain coretax gmn nasib jujur aja sih sbg konsultan pajak aktif indonesia puas kerja prabowo tunggu jelas coretaxnya terima kasih,2
1390,@tanyarlfes Real fakta kah kinerja seorang oknum ? @DivHumas_Polri @Divpropam ini masuk kolom berita @CNNIndonesia gk nih berita nya ? Kan kakian portal yg berimbang tuh kata si pemred @Opposite6888 @ARSIPAJA @prabowo,neutral,real fakta kah kerja oknum masuk kolom berita gk nih berita nya kaki po al yg imbang tuh si pemred,0
1391,@BennyHarmanID iya benar sekali..tapi cuma omon..omon karena prabowo belum bisa memaafkan pak anies yang ngasih nilai 11 untuk kinerja pak prabowo,negative,iya omon omon prabowo maaf anies ngasih nilai kerja prabowo,2
1392,@DedynurPalakka @RomeoWalker19 Knp org msh respek pd jkw biar byk yg menghujat krn kinerja dan sikapnya yg seolah menganggap hujatan tsb tak lbh tong kosong bunyinya nyaring. Dan ini dibuktikan pemilu 58% prabowo gibran.,neutral,knp org msh respek pd jkw biar byk yg hujat krn kerja sikap yg anggap hujat tsb lbh tong kosong bunyi nyaring bukti milu prabowo gibran,0
1393,@NenkMonica Kenapa Fadil Zon sekarang kurus sekali? Mudah mudahan stress dihajar Pak Prabowo karena kinerja yang tidak becus. Mendapat jabatan karena tahunan bersedia menjadi jongos dan bukan karena prestasi.,negative,fadil zon kurus mudah mudah stress hajar prabowo kerja becus jabat tahun sedia jongos prestasi,2
1394,@NenkMonica Kebalik Pak @fadlizon. Mestinya kritik terhadap pribadi bisa bias atau cacat logika. Kritik pada institusi pasti pada kinerja sebuah sistem. Ini malah bener Para para menteri @prabowo malah sering kebalik cara pikirnya. Ampun deh ,positive,balik mesti kritik pribadi bias cacat logika kritik institusi kerja sistem bener menteri balik pikir ampun deh,1
1395,Menteri-menteri pada kabinet Prabowo Subianto terlihat tidak kompeten berbanding terbalik dengan semakin kritisnya rakyat sipil. Rakyat benar-benar di buat marah dengan kinerja 100 hari pemerintahan Prabowo Subianto.,positive,menteri menteri kabinet prabowo subianto kompeten banding balik kritis rakyat sipil rakyat marah kerja perintah prabowo subianto,1
1396,@Heraloebss Ada-ada saja nih gebrakan pak pulisii Pak presiden ga da niat buat negurin mrka kah? @prabowo Minta tlg bgt pak ud muak liatin kinerja polisi..,positive,nih gebrak pulisii presiden ga da niat negurin mrka kah tlg bgt ud muak liatin kerja polisi,1
1397,@gibran_tweet @prabowo @Gerindra pak apa tidak ada niatan untuk memperbaiki kinerja instansi polisi? Ini sudah sampai memakan korban karena kinerja polisi yang buruk,neutral,niat baik kerja instansi polisi makan korban kerja polisi buruk,0
1398,@St_Palengah Puisinya bagus yg jelek kinerja prabowo.,negative,puisi bagus yg jelek kerja prabowo,2
1399,80 6% dari 1.200 Warga Jatim Puas dengan Kinerja 100 Hari Prabowo-Gibran ARCI Ungkap Alasannya https://t.co/i5RbF2c1NR,positive,warga jatim puas kerja prabowo gibran arci alas,1
1400,@Heraloebss Wowwwww Makin gemerlap kinerja aparat ketertiban CC: @prabowo @gibran_tweet @ListyoSigitP,neutral,wo gemerlap kerja aparat kete iban cc,0
