Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
825,"1,89136E+18",Mon Feb 17 05:24:13 +0000 2025,159.0,Sodara2 nitizen dan adik2 mahasiswa tercinta Presiden @prabowo Prabowo Subianto tidak anti kritik Baginya kritik adalah Energi Perbaikan Tetapi bukan kritik yg dilandasi dendam Yg terpenting ujungnya untuk berbakti kpd bangsa dan rakyat Indonesia https://t.co/iEzpf8oMPm,"1,89136E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891357879481102336/pu/img/bw4D5vFAYFh0dTd1.jpg,,in,,11.0,294.0,51.0,https://x.com/BANGSAygSUJUD/status/1891357967322112404,"1,18904E+18",BANGSAygSUJUD,positif
826,"1,89135E+18",Mon Feb 17 05:02:03 +0000 2025,88.0,Dasar #Ndasmu Bukannya Memikirkan Rakyat Malah Sibuk Copras Capres Pilpres Masih Jauh Kontestasi pemilihan presiden masih lama tapi Gerindra sudah mengusung ketua umumnya Prabowo Subianto untuk berlaga pada 2029. Keputusan tersebut menuai kritik karena pemerintahan Prabowo https://t.co/a22ubtrBUV,"1,89135E+18",https://pbs.twimg.com/media/Gj9u-OmbcAAvjgq.jpg,,in,"Jakarta, Indonesia",1.0,13.0,37.0,https://x.com/Mata_Netizen62/status/1891352386175930503,"8,17972E+17",Mata_Netizen62,negatif
827,"1,89135E+18",Mon Feb 17 04:55:26 +0000 2025,191.0,PRESIDEN RI @prabowo Untuk Tidak Boleh BENCI Tidak DENDAM Tidak SAKIT HATI . Karena Rakyat Butuh Kepemimpinan Yang Baik Sejuk &amp; Yang Terbaik Namun .... TETANGGA SEBELAH Berkata Lain Mari Kita Pupuk &amp; Lestarikan Budaya KEBENCIAN DENDAM &amp; SAKIT HATI . KEBENCIAN DENDAM &amp; https://t.co/O2xJxqF9UF,"1,89135E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891346241491251200/pu/img/LhXqICo9jjm6EyoD.jpg,,in,"DKI Jakarta, Indonesia",8.0,133.0,52.0,https://x.com/RomeoWalker19/status/1891350721725116462,"1,52039E+18",RomeoWalker19,negatif
828,"1,89134E+18",Mon Feb 17 04:30:01 +0000 2025,874.0,Baru enam bulan menikmati kursi presiden Prabowo kembali menjadi calon presiden 2029 #TempoPlus https://t.co/sXP7RI1NJb,"1,89134E+18",,,in,Indonesia,132.0,290.0,201.0,https://x.com/tempodotco/status/1891344326674071761,18129942,tempodotco,netral
829,"1,89134E+18",Mon Feb 17 04:03:02 +0000 2025,80.0,Kritik itu pengingat bukan soal udah move-on atau belum. Kritik itu muncul justru karena sudah move-on dan kemudian menaruh harapan kepada Presiden Prabowo untuk membawa bangsa ini ke arah yang lebih baik. Mirisnya mereka yang mengkritik itu malah dapat jawaban Ndas mu !! https://t.co/yo1Nxj7j4G,"1,89134E+18",https://pbs.twimg.com/media/Gj9hdgqaMAAlX0n.png,,in,Indonesia,2.0,9.0,52.0,https://x.com/seruanhl/status/1891337534233268624,"1,17429E+18",seruanhl,negatif
830,"1,89134E+18",Mon Feb 17 03:54:01 +0000 2025,506.0,Wamena 17/2/2025 Siswa Menolak Program makan Siang Gratis Presiden @prabowo Siswa Meminta Pendidikan Gratis. Aparat Polisi Refresif Aksi Siswa Siswa berkumpul kembali Aksi https://t.co/8Kc1skcctM,"1,89134E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891335114552156160/pu/img/ZoHwPckih0en6RM_.jpg,,in,Pembebasan ( Papua),18.0,8.0,290.0,https://x.com/Mulalt_/status/1891335267966980117,"1,27389E+18",Mulalt_,negatif
831,"1,89132E+18",Mon Feb 17 03:01:02 +0000 2025,394.0,Pilpres Masih Jauh Kontestasi pemilihan presiden masih lama tapi Gerindra sudah mengusung ketua umumnya Prabowo Subianto untuk berlaga pada 2029. Keputusan tersebut menuai kritik karena pemerintahan Prabowo baru seumur jagung. Sejumlah pengamat politik menilai keinginan https://t.co/0sm3S8SCkS,"1,89132E+18",https://pbs.twimg.com/media/Gj9TRUEaUAAkqpq.jpg,,in,Indonesia,22.0,64.0,129.0,https://x.com/tempodotco/status/1891321930973921280,18129942,tempodotco,negatif
832,"1,89132E+18",Mon Feb 17 02:53:49 +0000 2025,177.0,Gw Ngeras orang2 ketawa dsni bukan karna ketawa mendengar Ucapan @prabowo tapi mereka menertawakan Tingkah Prabowo.. Kok ada org usia 73 tahun tingkahnya kayak gini Presiden pula https://t.co/tIzinpPEjO,"1,89132E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890675582117265408/pu/img/0LVzwUuQcbTUCNhL.jpg,,in,"ÜT: -6.1389099,106.7214539",2.0,39.0,38.0,https://x.com/AirinDatangLagi/status/1891320118153453768,228628424,AirinDatangLagi,negatif
833,"1,8913E+18",Mon Feb 17 02:09:26 +0000 2025,463.0,@Boediantar4 Rakyat vs prabowo Rakyat adili @jokowi @prabowo hidup jokowi Tanda tanya ?? @prabowo ini presiden apa petugas jokowi ?,"1,89131E+18",,Boediantar4,in,"Bandung, Jawa Barat",0.0,10.0,29.0,https://x.com/Ga89684Galeh/status/1891308948336021510,"1,83159E+18",Ga89684Galeh,negatif
834,"1,89131E+18",Mon Feb 17 02:05:22 +0000 2025,128.0,Mohon Presiden @prabowo evaluasi LPDP. Walau pembiayaan dr hasil pengelolaan Dana Abadi Pendidikan tdk terkait efisiensi APBN namun jauh lbh bermanfaat dialihkan ke PTN u/ menambah BOPTN/KIPK. Miliaran/tahun ke awardee hanya u/ hasilkan PENGELUH NDAK TAHU DIRI SEPERTI DI SS. https://t.co/WdEXNDK7xI,"1,89131E+18",https://pbs.twimg.com/media/Gj9GiNYboAE9gpK.jpg,,in,Indonesia,6.0,20.0,49.0,https://x.com/ferrykoto/status/1891307925261476306,24893875,ferrykoto,negatif
835,"1,8913E+18",Mon Feb 17 01:46:49 +0000 2025,24097.0,MK : Jokowi tidak terbukti cawe-cawe di Pilpres 2024 Prabowo : Kita menang karena bantuan Presiden ke-7...hidup Jokowi Tidak perlu memaksa MK berani cukup tunggu Prabowo pidato saja maka semua kelakuan mereka akan keluar https://t.co/2cQMA0jAaS,"1,8913E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891303193667399680/pu/img/0pfOHdzLJ0EHYGg3.jpg,,in,"DKI Jakarta, Indonesia",798.0,875.0,8609.0,https://x.com/JhonSitorus_18/status/1891303253893095542,"1,10246E+18",JhonSitorus_18,netral
836,"1,8913E+18",Mon Feb 17 01:41:16 +0000 2025,97.0,Prabowo terpilih secara sah sebagai Presiden RI ke-8. Yang berseberangan waktu Pilpres diminta untuk move-on. Sebagian akhirnya move-on karena menaruh harapan kepada Prabowo. Move-on bukan berarti selalu manut...tapi tetap aktif mengkritisi. Ketika kritis malah dibilang NDASMU! https://t.co/4vwbCXpVEq,"1,8913E+18",https://pbs.twimg.com/media/Gj9BBCfbsAAN0we.png,,in,🌞,4.0,27.0,32.0,https://x.com/SantorinisSun/status/1891301857261129932,"9,80685E+17",SantorinisSun,negatif
837,"1,89129E+18",Mon Feb 17 01:12:48 +0000 2025,118.0,Kritikan kedua @jokowi walaupun disampaikan dengan penuh canda adalah perkataan tidak ada yang berani mengkritik Pak Prabowo dan Pak Prabowo Presiden Terkuat di Dunia canggih ini masukan kritisnya #Hensa,"1,89129E+18",,,in,Indonesia,2.0,23.0,22.0,https://x.com/satriohendri/status/1891294694715375643,102938290,satriohendri,negatif
838,"1,89125E+18",Sun Feb 16 22:20:19 +0000 2025,1787.0,#IndonesiaGelap gak hanya pemerintah nya ..!! Tapi SDM dan hiburan dan tontonan nya - sound horeg - hobi rusuh lewat silat dan ormas - biduan makin apa ini .??? - belah duren dilakukan bocil - suporter bola fanatik Ngebayangin nya aja merinding Presiden prabowo ndasmu https://t.co/W9RCe3rtu0,"1,89125E+18",https://pbs.twimg.com/amplify_video_thumb/1891251197283049472/img/-NUqd3iIDGCysRln.jpg,,in,"Kota Madiun, Jawa Timur",85.0,216.0,294.0,https://x.com/ilhampid/status/1891251287074783254,"1,4472E+18",ilhampid,negatif
839,"1,89114E+18",Sun Feb 16 15:02:39 +0000 2025,1614.0,Dirgahayu ke-17 Partai Gerindra! Semoga senantiasa mengabdi untuk kepentingan rakyat dan kemajuan negeri. Selamat juga kepada Bapak Presiden @prabowo yang telah ditetapkan menjadi Ketua Umum DPP dan Ketua Pembina Partai Gerindra untuk periode 2025-2030. Semoga amanah ini semakin https://t.co/xgtjj8Pe2e,"1,89114E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891140927349202944/pu/img/q4ADzj4JldocBzp4.jpg,,in,Jakarta,22.0,631.0,227.0,https://x.com/jokowi/status/1891141143989293122,366987179,jokowi,positif
840,"1,89114E+18",Sun Feb 16 14:45:06 +0000 2025,5927.0,Pernyataan Presiden Prabowo yang secara terang-terangan mengakui menang Pilpres 2024 karena dibantu Jokowi kini jadi pembahasan di media sosial. ℹ️ https://t.co/gJMAq7ER8n https://t.co/XjCdxuWnBF,"1,89114E+18",https://pbs.twimg.com/media/Gj6ptjFbsAABdvV.jpg,,in,"Bandung, Jawa Barat",123.0,373.0,2383.0,https://x.com/tijabar/status/1891136730327130597,2395238000,tijabar,netral
841,"1,89095E+18",Sun Feb 16 11:53:37 +0000 2025,421.0,@WidasSatyo Gak heran sih dia kan yg sujud syukur padahal kalah krn percaya satu stasiun TV. Rela jd gundik Mulyono demi jd presiden ketitipan anak haram konstitusipun dia iyakan. Prabowo cuma ingin jd presiden apapun gimanapun. Hidup dlm angan2 semu Indonesia jadul. He is sick,"1,89109E+18",,WidasSatyo,in,Thailand,1.0,3.0,47.0,https://x.com/AdhitraAndris/status/1891093573057040531,"1,14098E+18",AdhitraAndris,negatif
842,"1,89097E+18",Sun Feb 16 09:27:14 +0000 2025,1630.0,@yudhakhel Voter 02 2024 : pilih calon presiden yang ketum parpol ahh biar pas jadi presiden ga disetir ketum parpol pengusung Prabowo 2025 : hidup Jokowi!!! Komediii,"1,89106E+18",,yudhakhel,in,wakanda,16.0,17.0,206.0,https://x.com/minntarrminn/status/1891056735579758739,"1,07448E+18",minntarrminn,negatif
843,"1,89103E+18",Sun Feb 16 07:42:58 +0000 2025,400.0,Dari dulu sy sering bilang @jokowi bisa jadi walikota gubernur dan presiden itu krn didukung PDIP dan Megawati ceboker ga terima mereka marah. Giliran @prabowo jujur akui kalo dia jadi presiden krn didukung Jokowi ceboker langsung tepuk tangan. Sy cuma bilang ndasmu ker..,"1,89103E+18",,,in,"Kalimantan Timur, Indonesia",3.0,54.0,86.0,https://x.com/ch_chotimah2/status/1891030497741955400,154435354,ch_chotimah2,negatif
844,"1,89103E+18",Sun Feb 16 07:37:48 +0000 2025,775.0,Tanah Yang Di RAMPAS Dari Rakyat Mau Di Kasih Gratis Ke Negara Sahabat Hanya Untuk Menarik Investor? Basuki Mau Kasih Lahan Gratis di IKN ke Negara Sahabat Kepala Otorita Ibu Kota Nusantara (IKN) Basuki Hadimuljono mengusulkan kepada Presiden Prabowo Subianto agar ada https://t.co/Blxsc5JmdW,"1,89103E+18",https://pbs.twimg.com/media/Gj5JB_Da4AAyUT8.jpg,,in,"Jakarta, Indonesia",42.0,264.0,318.0,https://x.com/Mata_Netizen62/status/1891029194773242314,"8,17972E+17",Mata_Netizen62,negatif
845,"1,89102E+18",Sun Feb 16 07:14:38 +0000 2025,648.0,AWAN GELAP LANGIT HITAM | Hidup Jokowi ! seru Presiden ½ ______ Ketika Mulyono menyampaikan bhw; Persiden @prabowo adalah Persiden yg mendapatkan dukungan politik terkuat bahkan menurut Mulyono tak ada Persiden di negara mana pun yang memiliki dukungan sekuat https://t.co/NWRrUDfiTW,"1,89102E+18",https://pbs.twimg.com/ext_tw_video_thumb/1891023077037006849/pu/img/5DnIEejOcxe4R_I_.jpg,,in,Wherever you're not lookin',12.0,111.0,258.0,https://x.com/__AnakKolong/status/1891023363382165581,"1,15969E+18",__AnakKolong,positif
846,"1,89102E+18",Sun Feb 16 07:13:27 +0000 2025,245.0,Karena Allah masih sayang sama negeri ini.... Indonesia harus punya pemimpin yg bebas dr pencitraan &amp; cuma jago tatakata doang seperti Abahmu itu.... Indonesia butuh presiden yg berdaulat seperti @prabowo...bukan presiden BONEKA CUKONG!!!,"1,89102E+18",,,in,Central Lampung,9.0,301.0,41.0,https://x.com/yusufagro/status/1891023068622950771,"1,60376E+18",yusufagro,negatif
847,"1,89101E+18",Sun Feb 16 06:15:08 +0000 2025,4190.0, Sejalan dengan arahan Presiden Prabowo Di upload 2 minggu yang lalu https://t.co/ywYk9d0GDw,"1,89101E+18",https://pbs.twimg.com/media/Gj42G-UbIAAFOVa.jpg,,in,with Allah SWT,19.0,30.0,725.0,https://x.com/gearcloudy/status/1891008389745967208,"1,63182E+18",gearcloudy,netral
848,"1,89101E+18",Sun Feb 16 06:07:54 +0000 2025,134.0,Presiden Prabowo Subianto mengatakan pemerintah terpaksa menggunakan dana hasil efisiensi anggaran sebesar Rp 24 triliun untuk mendukung program Makan Bergizi Gratis (MBG). | #Prabowo #MakanSiangGratis #EfisiensiAnggaran https://t.co/6db6dqQkWE,"1,89101E+18",,,in,Jakarta,26.0,128.0,45.0,https://x.com/kompascom/status/1891006572928602218,23343960,kompascom,netral
849,"1,891E+18",Sun Feb 16 05:40:49 +0000 2025,651.0,Pak @prabowo jujur bisa jadi presiden Krn didukung Jokowi lalu dia dan kader @Gerindra berterimakasih akan itu sy kira itu wajar dan itu harus sbg orang yg tau terimakasih. Jangan seperti @jokowi sdh bisa jadi walikota Gub dan jadi presiden krn didukung Megawati Puan,"1,891E+18",,,in,"Kalimantan Timur, Indonesia",15.0,183.0,150.0,https://x.com/ch_chotimah2/status/1890999754429223406,154435354,ch_chotimah2,positif
850,"1,891E+18",Sun Feb 16 05:40:09 +0000 2025,284.0,Buru-buru Mengunci Koalisi Meski Pemilu 2029 masih jauh Partai Gerindra sudah menyiapkan tiket bagi Prabowo Subianto menjadi calon presiden. Manuver Prabowo dan partainya ini dinilai sebagai upaya mengikat koalisi pendukungnya agar tak mengajukan calon lain. Dengan nihilnya https://t.co/HPHv9wRmw0,"1,891E+18",https://pbs.twimg.com/media/Gj4tPwUaoAAz-_T.jpg,,in,Indonesia,22.0,73.0,103.0,https://x.com/tempodotco/status/1890999588523544840,18129942,tempodotco,netral
851,"1,89099E+18",Sun Feb 16 05:32:50 +0000 2025,819.0,Pak Presiden @prabowo Mohon ijin saya sangat khawatir dg situasi konektifitas udara di pelosok negeri kita saat ini. Di Indonesia jumlah pesawat yg terbang untuk komersial publik sekarang ini jauh berkurang perkiraan saya turun 50% lebih dibanding sebelum covid. Dan 10 thn,"1,891E+18",,susipudjiastuti,in,Indonesia,5.0,12.0,110.0,https://x.com/susipudjiastuti/status/1890997747827773742,2606229566,susipudjiastuti,negatif
852,"1,89099E+18",Sun Feb 16 05:15:14 +0000 2025,348.0,Sudah mulai terbukti! Setelah upaya adu dombanya dilepeh Presiden Prabowo sekarang serangan2 mulai diarahkan ke Pak @prabowo langsung.,"1,89099E+18",,,in,Indonesia,3.0,63.0,94.0,https://x.com/PartaiSocmed/status/1890993317988463029,869327120,PartaiSocmed,negatif
853,"1,89099E+18",Sun Feb 16 05:11:30 +0000 2025,15107.0,Pak Presiden @prabowo Mudahkan segala urusan untuk pesawat bisa terbang. Turunkan semua tarif service kebandaraan penerbangan birokrasi untuk dokumen penerbangan dari jenis dokumen crew pesawat dll Harga avtur yg kompetitif. Hampir semua diatas dimonopoli pemerintah https://t.co/5TIH9DnPd6,"1,89099E+18",https://pbs.twimg.com/media/Gj4ni0PXoAAp_N0.png,,in,Indonesia,97.0,433.0,3053.0,https://x.com/susipudjiastuti/status/1890992378334327112,2606229566,susipudjiastuti,positif
854,"1,89098E+18",Sun Feb 16 04:34:56 +0000 2025,287.0,Pak Prabowo engga mungkin jadi Presiden kalau bukan karena Pak Jokowi Ke Bekasi Bersama Aura Kasih... Cakeeep Kepada Jokowi Prabowo Berterimakasih Kocak emang negara pagi ini https://t.co/uhI967DV7B,"1,89098E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890982351846674432/pu/img/Y2OBa8FaMxidwlIF.jpg,,in,"Bandung, Jawa Barat",6.0,39.0,93.0,https://x.com/tijabar/status/1890983176152965568,2395238000,tijabar,positif
855,"1,89097E+18",Sun Feb 16 03:52:01 +0000 2025,261.0,@NOTASLIMBOY Kebiasaan-kebiasaan Presiden : Soekarno : suka mengatas namakan rakyat Soharto : suka Menakuti rakyat Habibi &amp; Gusdur suka diolok-olok oleh rakyat Megawati menangis depan rakyat SBY jaim depan rakyat Jokowi suka menipu rakyat Prabowo suka mengolok-olok rakyat,"1,89097E+18",,NOTASLIMBOY,in,,1.0,4.0,25.0,https://x.com/Rizal_489/status/1890972375841222661,"1,26529E+18",Rizal_489,negatif
856,"1,89095E+18",Sun Feb 16 02:37:29 +0000 2025,323.0,Kita patut bersyukur Anis gak menang pilpres jadi gubernur aja TGUPP nya 74org KL sampai jd presiden? Apa gak lbh gila lagi? Ngabisin APBD utk pekerjaan gak jelas TGUPP bs ambur2an APBN utk manjain timsesnya. Kyk gitu anak abahnya protes kabinet Prabowo yg cuma 48org https://t.co/LJw7ioiAek,"1,89095E+18",https://pbs.twimg.com/media/Gj4ESiraAAAXa99.jpg,,in,"Jakarta Pusat, DKI Jakarta",15.0,229.0,80.0,https://x.com/mas_veel/status/1890953617479176425,"1,70912E+18",mas_veel,negatif
857,"1,89095E+18",Sun Feb 16 02:09:20 +0000 2025,905.0,MAFIA itu SADIS Mending ngga usah kenal sekalian. Godaannya pasti uang/kekuasaan. Begitu kamu terima ga mgkn bisa keluar mudah. Jauhi dan Perangi! Tembusan: 1. Presiden @prabowo 2. Kapolri @ListyoSigitP 3. Panglima TNI @Puspen_TNI #LawanMafiaLevelNegara https://t.co/yh2LDKdq0n,"1,89095E+18",https://pbs.twimg.com/amplify_video_thumb/1890946181012054016/img/RAEufRj2MTOR5pJP.jpg,,in,~#,17.0,40.0,519.0,https://x.com/papa_loren/status/1890946534797168679,"1,46665E+18",papa_loren,negatif
858,"1,89094E+18",Sun Feb 16 01:42:04 +0000 2025,1300.0,Saat Rakyat Minta Adili Jokowi @prabowo Teriak Hidup Jokowi ...makanya saya setuju Nilai 11/100 karena Prabowo Gak fokus pada Tupoksi Presiden yg independen serta Prabowo gak mikir bahayanya Kalau Pemimpin lebih mementingkan utang budi daripada mengabdi kepada Bangsa https://t.co/uXn2UUo6VF,"1,89094E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890939637084078080/pu/img/ntv11ec3ybXOjRXK.jpg,,in,,24.0,118.0,505.0,https://x.com/Yurissa_Samosir/status/1890939672668393789,"1,45628E+18",Yurissa_Samosir,negatif
859,"1,89094E+18",Sun Feb 16 01:29:42 +0000 2025,285.0,Seperti inilah orang2 beriman dalam menjaga silaturrohim berkasih sayang dalam kekeluargaan Presiden @prabowo memberi cindera mata berupa keris kpd mantan Presiden @jokowi Melangitlah Indonesia dalam rahmatNya https://t.co/V6qwhvQzN1,"1,89094E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890936488776597504/pu/img/hzTse7G-4zVg3Q-w.jpg,,in,,10.0,199.0,41.0,https://x.com/BANGSAygSUJUD/status/1890936562193408293,"1,18904E+18",BANGSAygSUJUD,positif
860,"1,89093E+18",Sun Feb 16 01:15:39 +0000 2025,265.0,Jokowi Sebut Prabowo Presiden Terkuat di Dunia https://t.co/bP2VsNfHkU,"1,89093E+18",,,in,,340.0,367.0,44.0,https://x.com/CNNIndonesia/status/1890933023904055489,17128975,CNNIndonesia,netral
861,"1,89093E+18",Sun Feb 16 01:00:02 +0000 2025,283.0,Alhamdulillah Pembangunan Masjid Negara di IKN yg eksotik hampir rampung Kepala Otorita IKN Basuki Hadimuljono menargetkan masjid bisa dipakai salat tarawih pd Ramadan mendatang Presiden @prabowo pantang melakukan setengah-setengah Tonggak dimulainya Peradaban baru 🇮🇩 https://t.co/jb9WsHbCjA,"1,89093E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890928905286291456/pu/img/0igJvuwyFH5MDGMh.jpg,,in,,12.0,175.0,60.0,https://x.com/BANGSAygSUJUD/status/1890929094180675985,"1,18904E+18",BANGSAygSUJUD,positif
862,"1,89092E+18",Sun Feb 16 00:30:00 +0000 2025,464.0,Saat Rakyat Menggemakan Adili Jokowi Prabowo Teriak Hidup Jokowi : Loyalitas Presiden Kepada Siapa? https://t.co/qfQQonb9KU,"1,89092E+18",,,in,Indonesia,21.0,88.0,177.0,https://x.com/democrazymedia/status/1890921535344377983,"1,2438E+18",democrazymedia,negatif
863,"1,89091E+18",Sun Feb 16 00:00:04 +0000 2025,247.0,Sudah lama tidak melihat pak Jokowi berpidato di forum resmi di HUT partai Gerindra ke-17 kemaren beliau didapuk presiden Prabowo sekaligus ketum Gerindra agar beliau menyampaikan sepatah dua patah kata. Anggap saja ini sebagai pengobat rindu. Yang setuju like share and https://t.co/ZFfRt6s9hd,"1,89091E+18",https://pbs.twimg.com/amplify_video_thumb/1890913877942296576/img/MfkhvljxuH4sIAjI.jpg,,in,Sweet home,0.0,49.0,62.0,https://x.com/__LOVE_AG4EVER/status/1890914001724572130,"7,99023E+17",__LOVE_AG4EVER,positif
864,"1,89091E+18",Sat Feb 15 23:31:03 +0000 2025,195.0,Sesuai Perintah Presiden @prabowo tidak ada efisiensi pada biaya 1. Pendidikan. 2. Kesehatan dan layanan umum dasar lainnya. Bila ada yg melakukan segera lapor akun @KemenkeuRI Nakes di Puskesmas RS &amp; Faskes lain serta para Guru jangan Risau semangat https://t.co/z3j6VeWJD2,"1,89091E+18",https://pbs.twimg.com/media/Gj3Zn2Vb0AAiZMh.png,,in,I N D O N E S I A,4.0,33.0,71.0,https://x.com/Heraloebss/status/1890906700971986961,"1,25182E+18",Heraloebss,positif
865,"1,89085E+18",Sat Feb 15 19:47:29 +0000 2025,958.0,Prabowo 2x Ucapkan DASMU Pada Rakyat Dan Ukur Indonesia Hebat Dari Makan Bergizi Gratis Apa yang diharapkan dari presiden begini?! Ga belajar dari mertuanya ini orang.. https://t.co/ILUMOeN3wh,"1,89085E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890850205547065344/pu/img/hls7RIuv7eps6N0Q.jpg,,in,"Jakarta, Medan ",28.0,173.0,352.0,https://x.com/PaltiWest2024/status/1890850439253373092,"1,82689E+18",PaltiWest2024,negatif
866,"1,8908E+18",Sat Feb 15 16:32:01 +0000 2025,736.0,Ketika Presiden sesat pikir... ______ Pak SBY Prabowo Coklat Merino Wasit Jepang Artist of the year Malming Hidup Jokowi #THEMOMENTUMinJAKARTA_D1 #KaburAjaDulu https://t.co/Vc2A23J8XT,"1,8908E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890801200100163584/pu/img/yC5Bi4bz-ZtK74ap.jpg,,in,Negara Indonesia,13.0,42.0,294.0,https://x.com/bangpoerslalu/status/1890801247722021003,1415835367,bangpoerslalu,negatif
867,"1,8908E+18",Sat Feb 15 16:30:01 +0000 2025,1287.0,Semakin ganas mafia tanah mencaplok tanah pribumi . Sementara @DPR_RI @DPR_RI memalingkan muka dari rakyat sendiri Begitu juga presiden @prabowo masih omon². https://t.co/V3jqIJEsC3,"1,8908E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890800613317107712/pu/img/aYKqQU9ol5Ggoqtc.jpg,,in,,13.0,46.0,649.0,https://x.com/H4T14K4LN4L42/status/1890800744929915024,"1,12967E+18",H4T14K4LN4L42,negatif
868,"1,89078E+18",Sat Feb 15 15:22:43 +0000 2025,214.0,Bukan bermaksud melupakan tuntutan rakyat untuk Adili Jokowi tapi ini sekedar menjajaki lebih jelas sebenarnya seberapa besar bobot keberanian Presiden kami @prabowo dalam menggunakan kekuasaannya untuk pemberantasan korupsi. Jika Jokowi diumpamakan Jenderal target dalam https://t.co/HOXsm9U7wf,"1,89078E+18",https://pbs.twimg.com/amplify_video_thumb/1890783703980511233/img/AqVTIcQA2mqk-wKY.jpg,,in,"Kuta, Indonesia",3.0,13.0,102.0,https://x.com/Naz_lira/status/1890783809450496015,"9,92488E+17",Naz_lira,negatif
869,"1,89078E+18",Sat Feb 15 14:50:45 +0000 2025,404.0,Ternyata kalau kalian rela menjadi penjilat jangankan stafsus ataupun menteri jadi presiden pun kalian bisa. Tanya aja Prabowo Iya gak Wo? https://t.co/0SrvI6zwA1,"1,89078E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890656042582962177/pu/img/eAvjkc5WYDW-8_GW.jpg,,in,"Bali, Indonesia",11.0,71.0,117.0,https://x.com/TOM5helby/status/1890775761637773628,"1,42644E+18",TOM5helby,negatif
870,"1,89077E+18",Sat Feb 15 14:34:09 +0000 2025,22721.0,Detik-detik prabowo mengungkapkan bahwa kemenangannya di pilpres karena cawe-cawe jokowi yg saat itu menjabat presiden Dan kemudian seluruh ruangan memuji dan berterinakasih pada perusak demokrasi https://t.co/flUQAH7m0k,"1,89077E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890771295320850432/pu/img/ANlYCPX4hVA0-Fhb.jpg,,in,,2053.0,1249.0,6970.0,https://x.com/MurtadhaOne1/status/1890771587395146227,"1,17895E+18",MurtadhaOne1,negatif
871,"1,89077E+18",Sat Feb 15 14:28:06 +0000 2025,1137.0,Sudah terlalu banyak watak penjajah merampas kebebasan pribumi oleh korporasi tapi seoalah pejabatnya @DPR_RI @DPDRI Juga presiden @prabowo Semua tutup mata teriak² dimensos demi rakyat hnya pencitraan pribadi tanpa dilandasi lelakon yg sesungguhnya. https://t.co/GCLTIPLnf9,"1,89077E+18",https://pbs.twimg.com/ext_tw_video_thumb/1890769976807858176/pu/img/cXzTZMprwGbYAokJ.jpg,,in,,8.0,25.0,587.0,https://x.com/H4T14K4LN4L42/status/1890770065118617641,"1,12967E+18",H4T14K4LN4L42,negatif
872,"1,89077E+18",Sat Feb 15 14:17:21 +0000 2025,143.0,Sesuai Perintah Presiden @prabowo tidak ada efisiensi pada biaya pendidikan kesehatan dan layanan umum dasar lainnya. Bila ada yg melakukan segera laporkan. Hal sama juga sudah ditegaskan oleh Menkeu,"1,89077E+18",,,in,,14.0,138.0,40.0,https://x.com/Dahnilanzar/status/1890767356990718388,194987317,Dahnilanzar,netral
873,"1,89076E+18",Sat Feb 15 13:35:41 +0000 2025,207.0,Mulus dimuluskan MK ? Curang aja bangga Mulus ndas mu..! Prabowo: Transisi Presiden RI ke-7 dan ke-8 Paling Mulus dalam Sejarah Dunia https://t.co/OTLx0UHTHS,"1,89076E+18",,,in,"DKI Jakarta, Indonesia",3.0,27.0,93.0,https://x.com/MartinusButarb1/status/1890756871126179865,"1,30105E+18",MartinusButarb1,negatif
874,"1,89075E+18",Sat Feb 15 13:17:29 +0000 2025,130.0,Kmrn sempat berharap @prabowo diberi umur panjang hingga 2029. Sekarang gak lagi. Nyatanya Wowo atau Fufufafa yg jadi Presiden sama saja.,"1,89075E+18",,,in,,2.0,8.0,34.0,https://x.com/Piyusaja2/status/1890752292611142113,"1,61027E+18",Piyusaja2,negatif
875,"1,89075E+18",Sat Feb 15 12:52:45 +0000 2025,422.0,Mulai tahun ini korban PHK akan terima manfaat tunai 60% dari gaji selama 6 bulan. Kebijakan ini diubah dalam PP yang ditandatangani Presiden Prabowo. https://t.co/SZTsrbgDUL,"1,89075E+18",,,in,,49.0,216.0,98.0,https://x.com/detikcom/status/1890746067311812890,69183155,detikcom,positif
