,Unnamed: 0,full_text,label,score
1740,1742,Spesial perayaan juara jelaass! Spesial karena ada pa dedi &amp; prabowo? Speisalna naon anying,neutral,0.9952796697616577
1743,1745,@IndonesiaJadi Apresiasi banget dukungan Presiden Prabowo di program rumah rakyat solusi milenial punya rumah,neutral,0.9967953562736511
1757,1759,@siiapayaa wkwkwkwkkw grgr prabowo,negative,0.9842911958694458
1758,1760,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy Alhamdulillah outsourcing dihapus yes,neutral,0.9964767098426819
1759,1761,Perpres Prabowo: Kejagung Bisa Kerja Sama dengan BIN dan BAIS TNI https://t.co/0mWusAufkr,negative,0.9788661599159241
1761,1763,@thejurgenholic my ndut sapa? prabowo kah,negative,0.9970730543136597
1767,1769,@BosPurwa @prabowo Sama penegakan hukum yang tidak pandang bulu.,neutral,0.9967136383056641
1772,1774,Ayolah pak @prabowo,negative,0.979617178440094
1774,1776,Waduh pak @prabowo sadar lah ,negative,0.9642890691757202
1778,1780,@prabowo dapuranmu lo ndud duobol nah an taek i,negative,0.9931091070175171
1785,1787,@CMS_2121 @Anak__Ogi @prabowo @Gerindra Iya Uda kaya jln an punya bapak moyang nya aja..berenti bentaran ada parkir suex bnget,neutral,0.9957172274589539
1796,1798,@intinyadeh Kek gini tentaramu @prabowo ? Beraninya sama sipil doang malu²in,negative,0.9531064033508301
1802,1804,@Catatan_ali7 YANG LEBIH BAGUS BANGET... MENTERI2 KABINET PRABOWO SEMUA DIGANTI OLEH PEJUANG2 OPOSISI ASLI BELA NEGARA NKRI Sekalipun Gue Gak Kepilih... .,neutral,0.9954018592834473
1804,1806,@haseumeureuleu @haewookfocus Kak kalau km gak suka Prabowo itu hak km Tp ini kita konteks nya lagi bahas kasus pelecehan bukan politik pliss jangan oot aku mengikuti Prabowo pun gak ada salah nya mengikuti medsos presiden Ri sebelum nya juga aku follow pak jokowi Tp pliss bisa fokus sama masalah utama-,positive,0.87661212682724
1806,1808,@DokterTifa Assalamualaikum....Bu rakyat lbh bisa memaafkan kesalahan pak Prabowo dari pada hrs mengakui keaslian ijazah Jokowi....yg penting harus benar2 di usut tuntas ijazah Jokowi dan Gibran.....rakyat pasti akan sepenuhnya mendukung tindakan pak Prabowo....sebeb dia juga korban dr cawe2,positive,0.8789972066879272
1821,1823,@needprotein2xbb Di negara yang perlindungan konsumennya bener case kayagini bisa di sue tp bodoamat yg penting makan gratessss ya gak ndut utututu @prabowo,negative,0.9969580173492432
1825,1827,@911vawww @haewookfocus sama2 mengikuti prabowo what do u expect?,positive,0.9187273383140564
1827,1829,Kata siapa maskapai gapernaj ngutang ke pertamina? Elu aja yang mainnya kurang jauh berarti ,neutral,0.9951525926589966
1831,1833,@TxtdariHI Ini presiden ternyata sekelas prabowo,negative,0.9838839173316956
1834,1836,Gwa gak naif I use AI sometimes tapi kalian standarnya benerin dong mau pake standar yg mana jadi? If you don't get what I said on my previous twt berarti kalian aslinya goblok aja. Asal barking tapi gatau yang kalian gonggongin tentang apa ,negative,0.9958041310310364
1854,1856,Hallo pak @prabowo Kapan ni mulainya Pembukaan Lapangan kerja yg katanya 19 juta loker itu....Kian marak ni terjadi PHK kok Negara diam ajasih ‼️ @puanmaharani_ri https://t.co/xQGuxlJ0HP,negative,0.9669212102890015
1861,1863,Pengadilan... Minggir @prabowo @Gerindra @bang_dasco @DPR_RI @ListyoSigitP @ahriesonta,neutral,0.996672511100769
1864,1866,Kejagung Terima Kasih ke Prabowo soal Perpres Pelindungan Jaksa https://t.co/lhC2hyVOSA,negative,0.9880466461181641
1877,1879,@DokterTifa Pak @prabowo hidup hanya sekali dan BPK saat ini diberi amanah oleh rakyat Indonesia utk menjadi pemimpin kami.Dan ini akan bpk pertanggung jawabkan kelak di akhirat.Ayo pak bersikap adilah kpd rakyatmu.peribtahkan Kapolri @ListyoSigitP agar kepolisian bersikap ksatria dan adil,positive,0.979432225227356
1890,1892,@PaltiWest2024 Pak @prabowo tolong pak tegakkan kebenaran berjuanglah dengan kejujuran apakah bapak percaya dengan keputusan ini? Dunia ini sementara akherat seterusnya yuk pak suarakan kebenaran,positive,0.9932603240013123
1892,1894,@historia_id Awas min . Nanti diserang akun² dari orang² ternak prabowo,neutral,0.997975766658783
1896,1898,@Mdy_Asmara1701 SAYA BERSUMPAH DEMI ALLAH SEMOGA SELURUH DOSA WARGA YANG KESULITAN MENDAPATKAN LAYANAN KESEHATAN AKAN DIPINDAHKAN KE JOKOWI PRABOWO GIBRAN DAN BUDI GUNADI !!!!!!!!!,neutral,0.9954980611801147
1903,1905,Saya mau objektif di sini. Bukan seluruhnya salah Prabowo. Tapi ini karena akumulasi rezim sebelumnya. Rezim debt beton oriented bond oriented dan Import oriented Rezim sebelumnya dipimpin pemain watak yang ulung bukankah kalian pernah termakan propaganda rezim sebelumnya?,neutral,0.9957714676856995
1905,1907,Terima kasih pak @prabowo,negative,0.9959571957588196
1912,1914,Prabowo Terbitkan Perpres TNI dan Polri Resmi Melindungi Jaksa Ini Bunyi Pasalnya | #TNI #Polri #KejaksaanRI https://t.co/7mFwcGw0te,negative,0.9662013053894043
1921,1923,Wakil Ketua Umum Partai Gerindra Habiburokhman berkelakar jika Presiden Prabowo Subianto memiliki kelebihan atau indra keenam yang tak dimiliki kebanyakan manusia. #tempodotco #tempo #Habiburokhman #Prabowo https://t.co/EEaLAGZoZ7,negative,0.9527345895767212
1925,1927,Prabowo Teken Perpres Pelindungan Jaksa Kejagung: Kami Bersyukur atas Perhatian Presiden https://t.co/aUMQzDqlYR,negative,0.9912653565406799
1927,1929,@caviarbites Tujuan utamanya pejabat kaya semua tp negara bangkrut terus minta bantuan asing dgn syarat sdm/sda dikuasai aseng. Rakyat sengsara prabowo dan jajarannya aman sekeluarga 6 turunan ,negative,0.9821895360946655
1938,1940,@democrazymedia Cocoknya kapolri diganti pres. prabowo dgn kapolri yg baru langsung tangkap jkw biar gak bikin heboh aja setiap hri..,neutral,0.995318591594696
1948,1950,Presiden Prabowo Subianto resmi meneken Perpres Nomor 66 Tahun 2025 tentang Perlindungan Negara terhadap Jaksa. #newsupdate #update #news #oneliner #bicarafaktalewatberita #kumparan https://t.co/en4zxUU7xW,negative,0.9941326975822449
1957,1959,@regar_op0sisi @prabowo Semoga Allah membalasnya yang setimpal!,neutral,0.9975679516792297
1963,1965,@AirinDatangLagi Uda tua maklum pikun dan goblok nya ningkat @prabowo,negative,0.9918444752693176
1964,1966,Omongan bocor Budi Arie menyebut nama Budi Gunawan akan membuat kabinet Prabowo tidak lagi solid.. @prabowo harus memilih antara Budi Arie atau Budi Gunawan.. https://t.co/25nI4Vsf7G,neutral,0.9964302182197571
1966,1968,dah ah terserah si epi maunya gimana mau makan cabe kek apa kek pemerintah lo prabowo aja lo masih dibawah gw meskipun lo jualan ticket kyk mau meninggal besok,neutral,0.9980462789535522
1967,1969,Minta Prabowo Reshuffle Menkes Alumni FKUI: Karena Sudah Kelewatan https://t.co/5JVfsYCDVt Kompascom+ baca berita tanpa iklan: https://t.co/0uAEVzmijA Download aplikasi: https://t.co/gDnxncFYhp https://t.co/5JVfsYCDVt,negative,0.960113525390625
1968,1970,@karimnas_ @KPK_RI @prabowo gimana nih pak ?? Gaji walkot berapa pak kok bisa kebeli mobil semahal itu?? Gak berniat silaturahmi nih pak??,neutral,0.998245358467102
1973,1975,Katak hendak jadi Lembu. @prabowo #IjazahJokowiSerbaPalsu #IjazahJokowiSerbaPalsu https://t.co/sgkfnVmxMI,positive,0.9654472470283508
1974,1976,Kelakuan gen z di sini pada musuhin dan ngata2in ortunya di publik no holds barred. Yakin mereka masih dikasih warisan?? :)),neutral,0.9976956248283386
1982,1984,@ceyejun @KPK_RI @prabowo mereka membangun kerjaan kecil pak gak di periksa dulu aja nih ️,neutral,0.9971452355384827
1993,1995,JOKOWI MAKIN TERPOJOK! PRABOWO DIDESAK SEGERA BERSIHKAN KRONI JOKOWI DARI KABINET https://t.co/pUyIDd3nWg https://t.co/aIHpx4udlp,positive,0.9574225544929504
1995,1997,@DokterTifa Saya percaya satu hal BuDok spt kata Alm Prof Sahetapy biarpun kebohongan itu lari secepat kilat suatu waktu kebenaran akan menangkapnya juga . Itu pasti. Gak sekarang besok gak besok lusa. Tapi pasti ketangkep.,positive,0.8748244643211365
2001,2003,Ndongo ndongo sek bang. Meh oleh gelar we ngasi tremor ngene https://t.co/uxrsasuF68,negative,0.9622330069541931
2004,2006,Komentari Kritik Lewat Meme Prabowo-Jokowi Anies: Negara Tak Berhak Membuat Rakyat Takut https://t.co/5s3f0gHzB2,negative,0.9675862789154053
2005,2007,@chiakipx 19 juta lapangan pekerjaannya mana wo @prabowo and gib @gibran_tweet jgn ngoten mulu udh kek KDM aja,neutral,0.9978387951850891
2022,2024,Sebut Prabowo Tak Bisa Dikerjai Menteri Gerindra: Beliau Punya Indera Keenam! https://t.co/l77A2jBnMl,negative,0.9793423414230347
2027,2029,@tweetbylen @adichans1 @seterahdeh Lah lu milih prabowo sok2an ngomong napak tanah napak tanah goblok,neutral,0.9965831637382507
2030,2032,@CNNIndonesia wo @prabowo potret negerimu. rakyat hilang kepercayaan pada kebijakan publik,neutral,0.9979740977287292
2040,2042,#BatalkanPSNPIK2 @prabowo @SBYudhoyono @PDI_Perjuangan @rockygerungpart @ReflyHZ Tega bener...!! Masih adakah keadilan?? Masih adakah pemerintah?? #fyptwitter #fypシ #fypシviral #fypage https://t.co/EhHUyLUDHf,neutral,0.9951876401901245
2044,2046,@aimr0d Harganya normal padahal udah 400an juga kata si ibu. Emang tokonya brengsek aja,negative,0.9979178309440613
2052,2054,Prabowo bilang tahu ada penegak hukum diancam tapi tidak tahu ada rakyat tanya ijazah diancam dihukum. #Ngok https://t.co/jQzP3cKhnv,positive,0.9356239438056946
2053,2055,Diungkap Rocky Gerung Prabowo Ingin Jadi Pemimpin Sosialis Asia https://t.co/4VD3kQIcMc,positive,0.971473217010498
2058,2060,@ApriliaLin Wow!!! Mengejutkan!! Prabowo merapat ke Anies Baswedan gmn nasib Jkw ...!! (Tuhannya para jurig bakalan kayak Ariel Sharon nih &amp; jurig peliharaan balik ke liang kubur..!! Para Semar mendem batere gelembung 58% otak oplosan akut pada modyyaarr liat video ini...,neutral,0.9952196478843689
2062,2064,Pede amat lu. Yg milih gibran cuma 3 % sisanya memilih @prabowo,neutral,0.9987407326698303
2092,2094,Semoga sehat selalu pejuang Kalau bukan kita siapa lagi Negeri ini sudah sakit parah Semoga Pak Prabowo sehat selalu Dan bijak mengerti keadaan saat ini dan Memahami Usulan Suara Rakyat #IjazahPalsuJokowiMendunia #IjazahPalsuJokowiMendunia,positive,0.990776777267456
2100,2102,Ayo @prabowo Rakyat yg menggajimu sdh gerah dgn keberadaan Budi Gunadi Sadikin ini sbgai Menkes Tlg kau copot makhluk ini! Bknkh negeri ini tak kekurangan manusia cerdas yg pantas mnjd menkes? Dan ia jg bkn dri org Kesehatan #IjazahPalsuJokowiMendunia #IjazahPalduJokowiMendunia,negative,0.9561903476715088
2120,2122,Gak ada tapi kalo lu mau istri lu cantik terawat hepi dan menjalani hari2 dengan bahagia ya elu ngemodal lah bangke!! ,negative,0.9890634417533875
2125,2127,@Mosthafavi Saya lebih percaya kalau Hitler itu mualaf.,neutral,0.9956029653549194
2127,2129,@BudiBukanIntel @prabowo kalo kaya gini ngumpet dia... liat aja perairan yg kmrin heboh ngga ada tuh pidato² patriot yang BESAR BESAR wkwkwk skizonya ufh stadium 8,neutral,0.9966953992843628
2136,2138,@BudiBukanIntel @prabowo Budi jahat vs Budi baik https://t.co/Ij6FcPPZMJ,neutral,0.9952344298362732
2140,2142,@fathullahfathu2 @prabowo @Kemenag_RI @DPR_RI Mereka ke sana cuma utk travelling aja...,neutral,0.9978470802307129
2151,2153,@marahdi2000 @prabowo @Kemenag_RI @DPR_RI Ini haji reguler dgn penerbangan kloter... Berarti resmi..,neutral,0.9964259266853333
2152,2154,@achmadnas99 @prabowo @Kemenag_RI @DPR_RI Inti nya jamaah sudah melunasi ONH.. pemerintah Indonesia sbg pihak penyelenggara hrs bertanggung jawab thdp penyelenggaraan haji terlepas kesalahan ada di syarikah atau siapa...,neutral,0.9973813891410828
2154,2156,@BudiBukanIntel @prabowo Padahal dulu sempat menyuarakan Palestina. Setelah jadi kacung Mulyono langsung watak aslinya keluar. Udah bener kabur lagi ke Yordania.,neutral,0.995422899723053
2162,2164,@mukidioon3 @prabowo memang licik dan jahat https://t.co/HnL4vwKyZM,negative,0.9647783637046814
2165,2167,Masyarakat bukan g berani tetapi masyarakat mengakui keabsahan ijazah pak @prabowo apalagi beliau lulusan terbaik Akmil tahun 1976 dengan predikat Adhi Makayasa dan Tri Sakti Wiratama sampean ini g paham apa pekok sich Gus? https://t.co/NW6dZdRWF7,negative,0.9923602938652039
2180,2182,@geloraco Ayah Prabowo Soemitro jelas. Ayah Jkw? Widjiatno/notomiharjo. Pendidikannya? Prabowo? TNI aktif sampai Letjen. Jkw? Pernah DRS lalu berubah Ir. Ngaku UGM tp juga ngaku IP &lt;2. Foto ijasah yg viral sama sekali tdk menyerupai Jkw..aneh kl tdk curiga ijasah jkw,positive,0.9390057921409607
2181,2183,@susipudjiastuti @prabowo Lagu lama bu saya pernah hidup di sulawesi tengah. Bupatinya bertindak seperti raja kecil ketimpangan sangat terasa kita bisa dengan mudah menebak rumah bupati dan rumah warga infrastruktur pun blm jadi prioritas. Yg ku tau tiap proyek pasti sewa mobil dari bupati setempat,positive,0.9830815196037292
2187,2189,@thmswrner @tengklengklewer bayangin deh Prabowo gimana wkw,neutral,0.9975757002830505
2188,2190,@mukidioon3 @prabowo Presiden dan kapolri nya di bawah kendali Aguan... Gak mustahil lnini NKRI akan Lepas. Rakyat dan Sultan Banten hrs melawan,positive,0.8255987167358398
2193,2195,@MurtadhaOne1 Dirjen BC TNI aktif Prabowo gak peduli UU direvisi jd gak ada guna UU ditabrak sistem pemerintahan tata negara diacak2 tatanannya suka2 gw Ini bukan cuma dwi fungsi TNI POLRI tp show off &amp; nantang sipil Suara2 protes masyarakat EGP tone deaf TNI ke KEJAKSAAN aja sdh tanda2 ORBA,positive,0.9456015229225159
2194,2196,Selama orang-orang indo masih berkutat bahasannya sama sosok dibanding gagasan memang masih cocok kalian dipimpin Prabowo ️,negative,0.9567001461982727
2202,2204,@geloraco Prabowo itu jelas sekolahnya jangan bandingkan dengan jokowi yang ijazahnya sangat mencurigakan ,negative,0.9633328318595886
2226,2228,@Flyingfighter27 @prabowo @Kemenag_RI @DPR_RI Makanya yg watak maling jangan diangkat jadi pejabat,neutral,0.9979907274246216
2237,2239, ngemeng lo ara ga malu ditolak salaman adik Prabowo?,negative,0.9609655141830444
2241,2243,@masgah_ Dear Pak @prabowo kami kangen kehadiran Petrus. Rasanya sekarang sudah waktu yg tepat untuk memberikan shock therapy kepada pelaku premanisme di beberapa wilayah. Kalau sekedar dijaring ditangkap didata dan dilepaskan kembali diketawain loe sama mereka.,positive,0.9339585900306702
2253,2255,Bimo Wijayanto Dapat Mandat Prabowo Gabung Kemenkeu Jadi Dirjen Pajak? https://t.co/zlHfE64Yu3,positive,0.8561419248580933
2278,2280,@__PASMANTAP Presiden @prabowo bener2 sudah GAGAL melindungi rakyatnya.. ‼️ Selama ini Beliau hanya sibuk melindungi dan membangun CITRA Beliau sendiri..,neutral,0.9966828227043152
2284,2286,@oput13_ @DjM_46_531 lu ngomong gini sm voter 02. emang gue vote prabowo?,neutral,0.997539758682251
2290,2292,Hari ini ojol @GrabID @gojekindonesia demo besar²an. Harusnya temuin @prabowo yg kalian pilih kan beliau sebagai Pembina ojol seluruh Indonesia. Tuntut agar rezim membuka lapangan kerja seluas luasnya agar tak bersandar pd ojol semata. Kang ojek dan group tetap narik/on bid. https://t.co/1JnfzY9w1i,positive,0.885588526725769
2297,2299,Resolusi reformasi Mei 2025: dukung Pak Prabowo mempertahankan demokrasi dan mendisiplinkan segelintir penguasa ekonomi untuk tidak memikirkan kepentingannya sendiri. Apa yang sudah didapat dengan cara tidak lazim dikembalikan secara baik-baik sampai kenyataan menunjukkan lain.,negative,0.987883985042572
2299,2301, Yang melindungi pengkhianat dialah pengkhianat paling pengkhianat Listyo Sigit Prabowo. #KenapaPolisiMusuhiRakyat Selama kau belum tangkap Tito Krisna dan Azhar saya rendahkan kepolisian sebagai perekayasa penipu pengkhianat NKRI. (Rismon) #KenapaPolisiMusuhiRakyat https://t.co/aGzQaViN3p,positive,0.8970242142677307
2311,2314,Budak WHO itu berkata: vaksin TBC ini aman sambil menyuruh orang lain sebagai kelinci percobaan. Mereka tidak dipungut biaya dan tidak di paksa Pak Prabowo anda boleh melakukan ujicoba ini di Lapas Sukamiskin. Mereka pantas dijadikan tikus percobaan. https://t.co/pQRTRXXr0N https://t.co/kBfgbh8jzx,positive,0.9296386241912842
2313,2316,@jilulisme Ada yg bilang di replies ga ada anak Abah wkwk. Ini ada anak Abah tolong Abah @aniesbaswedan ditanggepin dong mas Jilul. Prabowo tuh bikin aku sadar kalo dukung politisi ga usa segitunya jadi sama ABW juga biasa2 aja. Ini vibesnya sama kek ngedukung PKS btw ,positive,0.9523190259933472
2319,2322,@AiraNtieReal halo @prabowo @Gerindra ko tengok dulu ini masyarakat yg pertahankan hak tanah org tuanya di culik polisi macam teroris.,neutral,0.9956610798835754
2322,2325,@jilulisme Hrsnya lu belajar sm Abw. Di politik itu jgn terlalu Idealis. Abw itu menclok sana sini dulu ke sby trus jokowi prabowo pks surya paloh skrng megawati demi apa? kepentingan politik pribadinya tp keknya yg terakhir ini dia gk ada yg dukung lg udh ketahuan aslinya parasit,neutral,0.9955198764801025
2333,2336,@limitlesstype @hasileed @hrdbacot itu Setan butuh validasi Asing apa enggak kena omel Prabowo?,positive,0.8313851356506348
2337,2340,@CHARLIExCHANDRA Live streaming aja pak biar kelakuan semena² mereka viral dan diangkat media nasional @karniilyas @tvOneNews @Metro_TV @officialinews_ @AimanWitjaksono @KompasTV @CNNIndonesia Gimana ni Presiden NKRI @prabowo Apa warga negara biasa harus lagi² kalah sama mafia tanah??,neutral,0.9969018697738647
2345,2348,@TerongKun @sugondese6666 yg nuduh km ndukung 02 sp disana aku gk naro nama pak prabowo lagian klo bukan ternak mulyono knp ksinggung kk https://t.co/7AimkFe8uQ,negative,0.9951283931732178
2349,2352,@msaid_didu @YouTube Sedang mendiskreditkan pemerintahan pa Prabowo kah ? Siapa para pelaku ini ? Atas instruksi siapa mereka men target charlie Chandra ?,neutral,0.9955620765686035
2357,2360,@prabowo Kami senang-bangga Bpk Presiden di sambut hangat para kepala Negara sahabat. Disisi lain. berbagai berita Internasional Mengabarkan Rumah Sakit Indonesia di Gaza-Palestina di Bombardir Israel korban berjatuhan. Bapak Presiden kita harus mengecam keras Israel. Tdk boleh diam.,positive,0.8606763482093811
2418,2421,@sanggarrrr @sugondese6666 sama ajaa ah dimata voters 02 pendukung abah ngeselin di mata voters 01 pendukung prabowo ngeselin kandang nya aja ada masing-masing hampir ga betah gw main sosmed pas pemilu ckckck,negative,0.9769185185432434
2420,2423,Selamat datang di Indonesia. @prabowo @Gerindra VIRALKAN KONDISI SEKOLAHNYA YANG KEBANJIRAN KEPSEK SD NEGERI DICOPOT KADIS PENDIDIKAN KABUPATEN KARO WARGA PROTES. https://t.co/8d2kQ7D7MX https://t.co/63I7nLzxSe,negative,0.9842924475669861
2429,2432,Menteri Kesehatan Budi Gunadi Sadikin menyatakan kemajuan sebuah negara dapat dilihat dari tingkat kesehatan dan kepintaran masyarakatnya. Pernyataan Budi disampaikan dalam diskusi Visi Kesehatan Era Prabowo di Jakarta 17 Mei 2025. #tempodotco #tempo #Menkes #BudiSadikin https://t.co/y4sYwdwMmu,negative,0.9980260133743286
2441,2444,@RamaAdamfaathir @prabowo @jokowi Orang yang kau pilih waktu pemilu adalah dia yang dengan sirine polisi akan menyuruhmu minggir di jalan raya -Pidi Baiq,negative,0.9857069849967957
2446,2449,Yth. Presiden RI Pak @prabowo mohon di ganti budi gunadi sadikin dari jabatannya sebagai menkes RI karena kebijakan nya terhadap kesehatan Nasional telah membawa bidang kesehatan menjadi kadang bisnis yg berujung membuat rakyat menderita,negative,0.9909703731536865
2451,2454,Dua Eks Menteri Jokowi Terjerat Kasus Hukum: Budi Arie Terlibat Judi Online Yaqut Dalam Skandal Kuota Haji Pilihan Ada Pada Prabowo! https://t.co/smQi7ZtzDP,positive,0.854252278804779
2457,2460,Presiden Prabowo Subianto mengklaim telah menyelamatkan triliunan uang negara sejak menjabat pada 20 Oktober 2024. Namun dia tak merinci berapa jumlah rinci uang negara yang telah diselamatkan selama kepemimpinannya. #TempoHeadliner #Tempodotcom https://t.co/dTYMuwCtJf,negative,0.9822762608528137
2464,2467,Budi Arie Dialokasikan Dapat Jatah 50 Persen dari Situs Judi Online yang Tak Diblokir. Pak Presiden @prabowo @ListyoSigitP @KejaksaanRI Apa tanggapan anda https://t.co/1GOtmYcThE,positive,0.9891011118888855
2478,2481,@Mdy_Asmara1701 Inilah Mentri koruptor yg di pelihara negara masa Jokowi nggak tahu coba pak @prabowo perintahkan kejaksaan kemana aja dana korupsinya mengalir,neutral,0.9968268275260925
2479,2482,@Mdy_Asmara1701 Bantah membantah itu nanti aja didepan pengadilan... Presiden prabowo harus non aktifkan budi arie dan bawa ke pengadilan itu baru president akan memberantas koropsi nama nya... ,neutral,0.9962144494056702
2500,2503, Hampir tiap hari kita membongkar kasus-kasus korupsi dan tidak akan berhenti. Saya dapat laporan ada yang rumahnya didatangi ada yang mobilnya diikuti ada yang rumahnya difoto kita paham itu. Kita tidak gentar kata Prabowo. https://t.co/S5jtYu60xn,positive,0.9444889426231384
2503,2506,@STresnowati1 @prabowo @jokowi @DivHumas_Polri @DokterTifa @KRMTRoySuryo2 @SianiparRismon #reformasipolri Yth @prabowo SIAPA YG BINA POLRI? MASIHKAH PERLU ANGGOTA POLRI DI TAMBAH? Mengapa kelakuan OKNUM POLRI TDK MENGAYOMI RAKYAT? Bahkan BRUTAL DAN AROGAN? https://t.co/qHbk2DnkAj https://t.co/WIMW7KHPuu,negative,0.9940124154090881
2521,2685,@susipudjiastuti @daniellsinaga_ @prabowo Mana dia tau kinerja polisi yg kerja di kamera 5 menit aja di kira kerja tiap hari,neutral,0.997114896774292
2527,2691,Kinerja Prabowo Mulai Terlihat RI Bebas Impor Beras Hingga 2026 https://t.co/i9OFddIK7O,negative,0.9707925915718079
2531,2713,@bungalotus25 @prabowo @setkabgoid @TNITweet Kalau harga harga pada naik bagaimana rakyat mau percaya sama kinerja pemerintah??? Kalau rakyat sih patokannya harga harga sembako kalau murah berarti kinerja pemerintah sangat bagus layak didukung kalau harga harga semakin mahal berarti kinerja pemerintah BURUKKKK,negative,0.951292097568512
2537,2719,@CutSarina5 Perbaiki terlebih dahulu kinerja pemerintah ngapain harus melakukan operasi siber kalau pemerintah gak mau di kritik mending @prabowo dan @gibran_tweet tinggal bikin surat pemunduran diri sebagai presiden dan wakil presiden,neutral,0.9959694147109985
2542,2784,@tvOneNews @Netameyca Sebaiknya ada pejabat negara yang tugasnya spesial mengamati kinerja para menteri dan langsung memperbaiki nya hingga tidak dipolitisasi yang kalah pilpres. Tiru kepercayaan Trump pada Elon @prabowo @DPR_RI @Yusrilihza_Mhd @erickthohir @Fahrihamzah @mas_veel @Netameyca ,neutral,0.996052622795105
2551,2875,terima kasih Pak Prabowo udah apresiasi Polri! Kinerja mereka gak boleh dipandang sebelah mata. Dukung sepenuhnya bhayangkara terus jadi pelopor keamanan https://t.co/hDMNyCSSut,positive,0.8345261812210083
2559,2883,@RMTHandoko @Dahnilanzar @prabowo Salah pilih anak buah tmsk kinerja buruk #kabinetGemoy ?,neutral,0.9979186654090881
2560,2884,@CNNIndonesia sowan = lapor kinerja/sikon kabinet... kabinet ga solid prabowo lemah ga bisa atur kabinetnya jalan sendiri2?,neutral,0.9969281554222107
2575,2941,@AirinDatangLagi #PresidenRI memilih pembantu2nya menjadi mentri kepala dll mereka salah kinerja otomatis yg salah kamu karena kamu tak tegas menghukum terhadap pelanggaran apa gunanya pemimpin penakut pengecut thd kebenaran klo seperti tu kamu tak berguna. @prabowo @Gerindra @prabowogibran2,negative,0.9942037463188171
2587,2953,Masyarakat Indonesia PUAS Kinerja Presiden Prabowo - Link video : https://t.co/UMLiq8mBwM Youtube Channel : Sekretariat Presiden https://t.co/ehWCcOMbXN,negative,0.9852393865585327
2595,3172,Cc @BPoldajatim @DivHumas_Polri @Divpropam @ListyoSigitP ... Anggotanya pada kemana ini? @kompolnas_ri @KOMPOLNAS @habiburokhman gak monitor kinerja polisi? Ijin pak presiden @prabowo,neutral,0.9971542358398438
2598,3175,@VDSyst3msX @grok kalau grok jadi WNI kira-kira apakah akan setuju dan puas dengan kinerja pemerintahan prabowo gibran?,neutral,0.9950062036514282
2599,3176,@wortelgadungan @ARSIPAJA Tidak ada bukti bahwa responden survei Cigmark palsu atau dibayar. Survei ini dilaporkan oleh Liputan6 menunjukkan 78% puas dengan kinerja semester pertama Prabowo-Gibran. Cigmark adalah lembaga survei sah di Indonesia dan metodologinya (1.200 responden acak via telepon ,positive,0.9573096632957458
2601,3178,@ARSIPAJA @grok grok apakah betul banyak masyarakat sudah puas dengan kinerja semester satu prabowo - gibran? karena berdasarkan survei katanya 78% masyarakat merasa puas masyarakat manakah yang dimaksudkan?,negative,0.971097469329834
2611,3188,@ShenoWirang @prabowo Yg bener sj. Kok bs puas dgn kinerja dan kualitas gibran yg minim pengetahuan dan minus pekerjaan. Apalagi pengalaman bagai pisang yg dikarbit.,neutral,0.9971083998680115
2613,3190,Ijin Pak @prabowo melaporkan kinerja menteri bapak yang akhirnya pemerintah dicap ingkar janji.. Mohon dievaluasi menteri yang tidak bisa realisasikan janji-janji pemerintah.. https://t.co/ERpypRr3UZ,positive,0.9768512845039368
2617,3194,@syahirularif Kondisi gini koq muncul lagi hasil surupay katanya 70% rakyat entah rakyat yg mana puas dengan kinerja pemerintah baru. Saya lebih percaya apa yg dikatakan pak Prabowo ttg survey2: https://t.co/HXz8jsxjHa,positive,0.8544105887413025
2618,3195,78 % masyarakat merasa puas kinerja Prabowo Gibran pd semester pertama.68 6% cukup puas.9 3% sangat puas. 11% tidak puas. 5 8% tidak puas sama sekali. Masalah ekonomi harus jadi perhatian khusus pemerintah agar lebih di tingkatkan. Prabowo - Gibran. https://t.co/GFXW2rCHnq,negative,0.9502931237220764
2631,3224,@Ndrewstjan Kinerja @prabowo tergolong elok di upaya penindakan korupsi Catatan merah di publik speaking menteri-menterinya.,negative,0.9613221883773804
2633,3226,@txtdrimedia Ayo kita buktiin bikin survei tandingan apa anda puas dg kinerja pemerintahan Prabowo - Gibran,negative,0.9682504534721375
2637,3230,@wxhzyyy @txtdrimedia Survei berasal dari CIGMARK Research and Consulting organisasi terpercaya di Indonesia. Hasilnya 78% responden puas dengan kinerja semester pertama pemerintahan Prabowo-Gibran sesuai dengan survei lain seperti KedaiKopi (72 5%) dan Litbang Kompas (80 9%). Namun survei Trust,negative,0.9566842913627625
2644,3237,@Robbi_07 @zlebor02 @BANGSAygSUJUD @prabowo @BilqisMutiah @99propaganda @AlmaghribiS @gtobing2903 @R_min80 @yusufagro @are_inismyname @florieliciouss @Ndons_Back @IrawanRommi hahahaha ini mah bukan naik turun tapi anjlok ke jurang. emang kinerja buzzer sering gitu. diambil kurva yang 3 days doang bukan yang 6M. coba tunjukin yg 6M paling menyerusuk kebawah,negative,0.9868389964103699
2648,3241,gedean diskon pesawat dr kinerja prabowo,negative,0.9959755539894104
